年度,大会,段階,日付,チームA,学校A,チームB,学校B,得点A,得点B,PK_A,PK_B,出典
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-11-29,城北,城北,武蔵野,武蔵野,6,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-12-13,海城,海城,國學院,国学院,1,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-12-13,城北,城北,成城,成城,0,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第3地区,2015-12-20,海城,海城,城北,城北,1,0,,,https://koko-soccer.com/score/246
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-15,正則,正則,立正大立正,立正大立正,2,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-15,朋優学院,朋優学院,都立八潮,八潮,8,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-15,芝,芝,都立美原,美原,1,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-15,東洋,東洋,都立雪谷,雪谷,1,2,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,暁星高等学校,暁星,正則学園,正則学園,3,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,二松学舎大附,二松学舎大附,都立大田桜台,大田桜台,0,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,都立つばさ総合,つばさ総合,錦城学園,錦城学園,6,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,青稜,青稜,都立小山台,小山台,2,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,都立蒲田,蒲田,日体荏原,日体荏原,0,17,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,高輪,高輪,都立三田,三田,3,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,広尾学園,広尾学園,明治学院,明治学院,0,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,東工大付,東工大付,都立大島,大島,9,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,都立大崎,大崎,攻玉社,攻玉社,1,5,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-22,都立雪谷,雪谷,都立八丈,八丈,3,2,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-23,都立大森,大森,都立大島海洋国際,大島海洋国際,3,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-23,文教大付,文教大付,正則,正則,0,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-23,朋優学院,朋優学院,都立日比谷,日比谷,1,2,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-23,麻布,麻布,区立九段中等教育,九段中等教育,2,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-23,都立田園調布,田園調布,芝,芝,0,4,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-23,東京,東京,大森学園,大森学園,1,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-28,青稜,青稜,正則,正則,0,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-28,都立日比谷,日比谷,日体荏原,日体荏原,0,5,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-28,攻玉社,攻玉社,芝,芝,0,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-28,都立雪谷,雪谷,大森学園,大森学園,0,3,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-29,暁星高等学校,暁星,都立大森,大森,3,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-29,都立大田桜台,大田桜台,都立つばさ総合,つばさ総合,0,6,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-29,高輪,高輪,明治学院,明治学院,3,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-11-29,麻布,麻布,東工大付,東工大付,4,3,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-06,暁星高等学校,暁星,都立つばさ総合,つばさ総合,4,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-06,正則,正則,日体荏原,日体荏原,0,2,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-06,高輪,高輪,麻布,麻布,3,2,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-06,攻玉社,攻玉社,大森学園,大森学園,2,1,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-13,暁星高等学校,暁星,日体荏原,日体荏原,1,3,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-13,高輪,高輪,攻玉社,攻玉社,1,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第4地区,2015-12-20,日体荏原,日体荏原,高輪,高輪,1,0,,,https://koko-soccer.com/score/250
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立第四商,第四商,東大附,東大附属,0,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立光丘,光丘,宝仙学園,宝仙学園,5,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立豊多摩,豊多摩,都立練馬工,練馬工,6,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,東亜学園,東亜学園,杉並学院,杉並学院,1,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立武蔵丘,武蔵丘,明大中野,明大中野,2,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立中野工,中野工,都立田柄,田柄,1,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立杉並総合,杉並総合,日大鶴ヶ丘,日大鶴ヶ丘,1,3,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,都立杉並工,杉並工,早大学院,早大学院,0,8,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-15,東京立正,東京立正,武蔵,武蔵,0,8,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,中大杉並,中大杉並,都立第四商,第四商,8,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立田無,田無,都立大泉,大泉,0,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,専修大附,専修大附,都立鷺宮,鷺宮,1,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立西,西,佼成学園,佼成学園,2,3,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立杉並,杉並,都立富士,富士,0,3,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立練馬,練馬,日大二,日大二,0,3,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立保谷,保谷,都立井草,井草,2,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立石神井,石神井,学芸大国際,学芸大国際,6,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-22,都立光丘,光丘,実践学園,実践学園,0,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,都立豊多摩,豊多摩,東亜学園,東亜学園,0,3,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,日大鶴ヶ丘,日大鶴ヶ丘,早大学院,早大学院,2,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,明大中野,明大中野,都立田柄,田柄,11,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,専修大附,専修大附,佼成学園,佼成学園,2,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,都立富士,富士,日大二,日大二,0,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,都立保谷,保谷,武蔵,武蔵,3,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-23,都立石神井,石神井,実践学園,実践学園,0,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-11-29,中大杉並,中大杉並,都立大泉,大泉,3,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-13,中大杉並,中大杉並,東亜学園,東亜学園,0,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-13,明大中野,明大中野,日大鶴ヶ丘,日大鶴ヶ丘,2,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-13,専修大附,専修大附,日大二,日大二,1,1,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-13,都立保谷,保谷,実践学園,実践学園,0,3,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-20,東亜学園,東亜学園,明大中野,明大中野,1,2,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-20,実践学園,実践学園,専修大附,専修大附,8,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第5地区,2015-12-23,実践学園,実践学園,明大中野,明大中野,3,0,,,https://koko-soccer.com/score/251
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-15,都立芦花,芦花,三田国際,三田国際,2,3,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-15,都立山崎,山崎,松蔭,松蔭,10,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-15,都立町田総合,町田総合,都立松原,松原,0,4,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,都立町田工,町田工,東京都市大付,都市大付,1,5,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,成城学園,成城学園,都立若葉総合,若葉総合,1,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,都立総合工科,総合工科,都立千歳丘,千歳丘,1,3,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,和光,和光,日出,日出,3,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,筑波大駒場,筑波大駒場,都立小川,小川,0,3,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,東京学芸大附,東京学芸大附,三田国際,三田国際,5,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,都立目黒,目黒,都立町田,町田,1,6,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,桜美林,桜美林,大東学園,大東学園,3,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-22,都立山崎,山崎,駒場東邦,駒場東邦,0,2,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立世田谷総合,世田谷総合,都立桜修館,桜修館中等,0,4,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,東京都市大付,都市大付,日本学園,日本学園,0,2,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立成瀬,成瀬,成城学園,成城学園,0,2,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立野津田,野津田,日工大駒場,日工大駒場,5,1,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,玉川学園,玉川学園,世田谷学園,世田谷学園,0,5,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立千歳丘,千歳丘,駒場学園,駒場学園,0,2,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,日大三,日大三,和光,和光,4,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,東京都市大等々力,東京都市大等々力,都立国際,国際,0,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,東農大一,農大一,都立小川,小川,1,0,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立深沢,深沢,目黒学院,目黒学院,3,1,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立桜町,桜町,日大桜丘,日大櫻丘,1,6,,,https://koko-soccer.com/score/247
2015,新人戦,都新人戦（新人選手権大会）第6地区,2015-11-23,都立松原,松原,都立狛江,狛江,0,2,,,https://koko-soccer.com/score/247
