年度,リーグ,ブロック,節,日付,時刻,ホーム,アウェイ,ホーム得点,アウェイ得点,会場,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
2026,T4,Aブロック,5,2026-06-01,18:00,国分寺,東京実業B,6,2,清瀬内山公園 C,済,国分寺,A,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,5,2026-06-13,19:00,横河武蔵野B,東京成徳,2,2,横河武蔵野Ｇ,済,横河武蔵野,B,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,6,2026-06-20,15:45,日体大荏原,大森学園,1,0,東京朝鮮高級学校,済,日体大荏原,A,大森学園,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,6,2026-06-20,19:00,久我山C,横河武蔵野B,1,3,横河武蔵野Ｇ,済,国学院久我山,C,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,6,2026-06-21,09:45,東大和,国分寺,3,3,ニチブンサクラフィールド,済,東大和,A,国分寺,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,6,2026-06-22,18:15,明星学園,暁星,1,0,朝鮮大学G,済,明星学園,A,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,6,2026-06-28,18:30,東京実業B,東京成徳,6,0,清瀬内山グランドA,済,東京実業,B,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,7,2026-09-01,14:45,暁星,大森学園,0,4,富士通スタジアム川崎,済,暁星,A,大森学園,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,7,2026-09-04,18:00,国分寺,日体大荏原,0,1,駒沢公園補助競技場,済,国分寺,A,日体大荏原,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,7,2026-09-05,15:10,久我山C,東京実業B,3,1,高井戸公園グランド,済,国学院久我山,C,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,7,2026-09-05,19:00,横河武蔵野B,明星学園,1,2,横河武蔵野Ｇ,済,横河武蔵野,B,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,7,2026-09-06,11:00,東京成徳,東大和,6,1,東京成徳大学八千代キャンパスＧ,済,東京成徳大高,A,東大和,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,8,2026-09-25,15:45,国分寺,東京成徳,,,赤羽スポーツの森公園競技場,未,国分寺,A,東京成徳大高,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,8,2026-09-25,18:00,東京実業B,明星学園,,,清瀬内山公園 A,未,東京実業,B,明星学園,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,8,2026-09-26,13:00,日体大荏原,暁星,,,つくばFC万博Ｇ,未,日体大荏原,A,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,8,2026-09-26,19:00,大森学園,横河武蔵野B,,,横河武蔵野Ｇ,未,大森学園,A,横河武蔵野,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,8,,,東大和,久我山C,,,未定,未,東大和,A,国学院久我山,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,9,2026-10-01,11:30,明星学園,東大和,,,清瀬内山公園 A,未,明星学園,A,東大和,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,9,2026-10-01,09:30,大森学園,東京実業B,,,駒沢公園第二球技場,未,大森学園,A,東京実業,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,9,2026-10-01,14:00,久我山C,国分寺,,,清瀬内山グランドA,未,国学院久我山,C,国分寺,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,9,2026-10-03,19:00,横河武蔵野B,暁星,,,横河武蔵野Ｇ,未,横河武蔵野,B,暁星,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Aブロック,9,2026-10-04,11:00,東京成徳,日体大荏原,,,東京成徳大学八千代キャンパスＧ,未,東京成徳大高,A,日体大荏原,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=20
2026,T4,Bブロック,1,2026-04-01,10:00,目白研心,関東第一C,3,1,目白大学岩槻G,済,目白研心,A,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,1,2026-04-01,14:00,東海大高輪台B,保善,1,4,東海大高輪台総合Ｇ,済,東海大高輪台,B,保善,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,1,2026-04-04,10:00,大成B,駒場,3,0,NICHIBUN SAKURA FIELD,済,大成,B,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,1,2026-04-05,09:30,早大学院,東久留米B,1,1,早大学院,済,早大学院,A,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,1,2026-04-06,09:00,駒大C,国士舘B,2,2,国士舘楓の杜G,済,駒澤大高,C,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,2,2026-04-12,10:00,保善,目白研心,0,1,目白大学岩槻G,済,保善,A,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,2,2026-04-12,15:00,東久留米B,駒大C,1,4,東久留米総合Ｇ,済,東久留米総合,B,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,2,2026-04-12,16:00,駒場,東海大高輪台B,1,2,東海大高輪台総合Ｇ,済,駒場,A,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,2,2026-04-12,16:00,国士舘B,大成B,0,0,国士舘大学　楓の社グラウンド,済,国士舘,B,大成,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,2,2026-04-12,18:30,関東第一C,早大学院,2,0,早稲田大学東伏見サッカー場,済,関東第一,C,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,3,2026-04-18,16:00,関東第一C,東久留米B,0,3,東久留米総合Ｇ,済,関東第一,C,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,3,2026-04-19,10:00,目白研心,駒場,3,3,目白大学岩槻G,済,目白研心,A,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,3,2026-04-19,15:00,大成B,駒大C,2,1,NICHIBUN SAKURA FIELD,済,大成,B,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,3,2026-04-19,16:00,東海大高輪台B,国士舘B,1,3,東海大高輪台総合Ｇ,済,東海大高輪台,B,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,3,2026-04-19,18:30,早大学院,保善,0,2,早稲田大学東伏見サッカー場,済,早大学院,A,保善,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,4,2026-05-02,18:30,関東第一C,保善,0,1,駒沢公園補助競技場,済,関東第一,C,保善,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,4,2026-05-03,10:00,国士舘B,目白研心,0,1,目白大学岩槻G,済,国士舘,B,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,4,2026-05-04,10:00,東久留米B,大成B,0,3,東久留米総合Ｇ,済,東久留米総合,B,大成,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,4,2026-05-04,12:30,駒大C,東海大高輪台B,2,0,東海大高輪台総合Ｇ,済,駒澤大高,C,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,4,2026-05-05,09:30,駒場,早大学院,0,0,早大学院,済,駒場,A,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,5,2026-05-30,14:30,早大学院,国士舘B,0,3,早大学院,済,早大学院,A,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,5,2026-05-30,17:00,東海大高輪台B,大成B,0,2,東海大高輪台総合Ｇ,済,東海大高輪台,B,大成,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,5,2026-05-31,10:00,目白研心,駒大C,0,3,目白大学岩槻G,済,目白研心,A,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,5,2026-05-31,10:00,保善,東久留米B,1,0,東久留米総合Ｇ,済,保善,A,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,5,2026-06-17,18:15,駒場,関東第一C,2,3,清瀬内山B面,済,駒場,A,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,6,2026-06-20,17:00,東久留米B,東海大高輪台B,1,7,東久留米総合Ｇ,済,東久留米総合,B,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,6,2026-06-21,09:30,関東第一C,国士舘B,0,1,国士舘楓の杜G,済,関東第一,C,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,6,2026-06-21,10:00,大成B,目白研心,2,1,目白大学岩槻G,済,大成,B,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,6,2026-06-21,18:30,駒大C,早大学院,1,0,早稲田大学東伏見サッカー場,済,駒澤大高,C,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,6,2026-06-29,18:00,保善,駒場,2,1,駒沢第二球技場,済,保善,A,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,7,2026-09-04,18:00,駒場,東久留米B,2,1,清瀬内山公園 B,済,駒場,A,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,7,2026-09-05,09:00,早大学院,大成B,2,3,早大学院,済,早大学院,A,大成,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,7,2026-09-06,09:30,目白研心,東海大高輪台B,0,2,目白大学岩槻G,済,目白研心,A,東海大高輪台,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,7,2026-09-07,18:10,国士舘B,保善,3,0,国士舘大学町田キャンパスサッカー場,済,国士舘,B,保善,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,7,2026-09-07,18:30,駒大C,関東第一C,,,清瀬内山B面,未,駒澤大高,C,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,8,2026-09-27,15:00,東久留米B,目白研心,,,東久留米総合Ｇ,未,東久留米総合,B,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,8,2026-09-27,16:00,東海大高輪台B,早大学院,,,東海大高輪台総合Ｇ,未,東海大高輪台,B,早大学院,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,8,2026-09-27,19:15,関東第一C,大成B,,,朝鮮大学,未,関東第一,C,大成,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,8,2026-09-28,18:30,保善,駒大C,,,清瀬内山公園 C,未,保善,A,駒澤大高,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,8,,,駒場,国士舘B,,,未定,未,駒場,A,国士舘,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,9,2026-10-01,14:00,大成B,保善,,,駒沢公園第二球技場,未,大成,B,保善,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,9,2026-10-01,16:00,駒大C,駒場,,,清瀬内山公園 A,未,駒澤大高,C,駒場,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,9,2026-10-03,15:00,国士舘B,東久留米B,,,東久留米総合Ｇ,未,国士舘,B,東久留米総合,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,9,2026-10-03,18:30,早大学院,目白研心,,,早稲田大学東伏見サッカー場,未,早大学院,A,目白研心,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T4,Bブロック,9,2026-10-04,16:00,東海大高輪台B,関東第一C,,,東海大高輪台総合Ｇ,未,東海大高輪台,B,関東第一,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=4&ltno=21
2026,T5,Aブロック,1,2026-04-02,09:30,実践C,久我山D,3,0,駒沢公園第二球技場,済,実践学園,C,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,1,2026-04-02,12:00,青稜,南葛飾,2,1,文化杉並学園八王子グラウンド,済,青稜,A,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,1,2026-04-03,09:00,大東文化第一,東,1,0,新砂サッカー場,済,大東文化一,A,東,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,1,2026-04-05,19:15,明法,アローレU18,1,6,文化杉並学園八王子Ｇ,済,明法,A,アローレU18,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,1,2026-04-06,15:45,修徳B,駒場東邦,4,1,新砂サッカー場,済,修徳,B,駒場東邦,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,2,2026-04-11,15:00,東,青稜,1,1,新砂サッカー場,済,東,A,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,2,2026-04-12,14:00,南葛飾,実践C,2,3,実践学園高尾Ｇ,済,南葛飾,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,2,2026-04-12,15:00,駒場東邦,大東文化第一,7,2,城北高校,済,駒場東邦,A,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,2,2026-04-12,19:15,アローレU18,修徳B,2,0,文化杉並学園八王子Ｇ,済,アローレU18,A,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,2,2026-04-13,18:00,久我山D,明法,0,6,清瀬内山公園 A面,済,国学院久我山,D,明法,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,3,2026-04-15,18:00,修徳B,久我山D,3,2,清瀬内山A面,済,修徳,B,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,3,2026-04-19,13:30,明法,南葛飾,3,1,明法Ｇ,済,明法,A,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,3,2026-04-19,14:00,実践C,東,3,0,実践学園高尾Ｇ,済,実践学園,C,東,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,3,2026-04-19,19:15,アローレU18,駒場東邦,2,2,文化杉並学園八王子Ｇ,済,アローレU18,A,駒場東邦,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,3,2026-06-15,18:00,青稜,大東文化第一,1,0,清瀬内山公園 C面,済,青稜,A,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,4,2026-05-31,10:05,大東文化第一,実践C,5,1,レッズランド,済,大東文化一,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,4,2026-05-31,15:00,東,明法,0,2,新砂サッカー場,済,東,A,明法,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,4,2026-05-31,19:15,アローレU18,久我山D,7,0,文化杉並学園八王子Ｇ,済,アローレU18,A,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,4,2026-05-31,--:--,駒場東邦,青稜,3,3,駒場東邦Ｇ,済,駒場東邦,A,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,4,2026-06-28,09:30,南葛飾,修徳B,0,2,清瀬内山公園 A面,済,南葛飾,A,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,5,2026-06-06,18:00,実践C,青稜,7,2,実践学園高尾Ｇ,済,実践学園,C,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,5,2026-06-07,13:30,久我山D,駒場東邦,0,1,駒場東邦G,済,国学院久我山,D,駒場東邦,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,5,2026-06-07,15:00,修徳B,東,3,2,新砂サッカー場,済,修徳,B,東,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,5,2026-06-10,18:00,明法,大東文化第一,3,2,清瀬内山公園 A面,済,明法,A,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,5,2026-06-14,19:15,南葛飾,アローレU18,2,2,文化杉並学園八王子Ｇ,済,南葛飾,A,アローレU18,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,6,2026-06-19,18:00,青稜,明法,0,3,駒沢公園第二球技場,済,青稜,A,明法,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,6,2026-06-19,18:00,久我山D,南葛飾,1,5,駒沢公園補助競技場,済,国学院久我山,D,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,6,2026-06-21,14:00,駒場東邦,実践C,1,1,実践学園高尾Ｇ,済,駒場東邦,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,6,2026-06-21,16:30,アローレU18,東,2,0,文化杉並学園八王子G,済,アローレU18,A,東,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,6,2026-06-22,18:00,大東文化第一,修徳B,0,2,清瀬内山公園 A面,済,大東文化一,A,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,7,2026-09-01,15:00,東,久我山D,1,2,新砂サッカー場,済,東,A,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,7,2026-09-06,18:05,大東文化第一,アローレU18,,,レッズランド,未,大東文化一,A,アローレU18,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,7,2026-09-07,15:30,修徳B,青稜,,,新砂サッカー場,未,修徳,B,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,7,2026-09-13,09:15,南葛飾,駒場東邦,,,駒場東邦G,未,南葛飾,A,駒場東邦,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,7,2026-09-21,16:30,明法,実践C,,,実践学園高尾Ｇ,未,明法,A,実践学園,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,8,2026-09-26,14:45,南葛飾,東,,,新砂サッカー場,未,南葛飾,A,東,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,8,2026-09-26,19:15,アローレU18,青稜,,,文化杉並学園八王子Ｇ,未,アローレU18,A,青稜,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,8,2026-09-27,14:00,駒場東邦,明法,,,明法高等学校Ｇ,未,駒場東邦,A,明法,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,8,2026-09-27,17:00,実践C,修徳B,,,実践学園高尾Ｇ,未,実践学園,C,修徳,B,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,8,,,久我山D,大東文化第一,,,未定,未,国学院久我山,D,大東文化一,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,9,2026-10-04,16:05,大東文化第一,南葛飾,,,レッズランド,未,大東文化一,A,南葛飾,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,9,,,修徳B,明法,,,公共or明法高校,未,修徳,B,明法,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,9,,,実践C,アローレU18,,,未定,未,実践学園,C,アローレU18,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,9,,,青稜,久我山D,,,未定,未,青稜,A,国学院久我山,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Aブロック,9,,,東,駒場東邦,,,未定,未,東,A,駒場東邦,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=22
2026,T5,Bブロック,1,2026-04-02,11:45,駒大高D,明大中野,3,1,駒沢公園補助競技場,済,駒澤大高,D,明大中野,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,1,2026-04-02,13:30,成立C,南葛Y,3,1,成立学園鷲宮G,済,成立学園,C,南葛Y,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,1,2026-04-05,09:30,都・豊島,日大鶴ヶ丘,0,5,日本大学鶴ヶ丘高等学校,済,豊島,A,日大鶴ヶ丘,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,1,2026-04-05,09:30,武蔵,日野台,1,5,武蔵Ｇ,済,武蔵,A,日野台,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,1,2026-04-05,13:15,本郷,多摩大目黒C,1,2,本郷Ｇ,済,本郷,A,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,2,2026-04-12,09:00,日大鶴ヶ丘,南葛Y,4,2,日本大学鶴ヶ丘高等学校,済,日大鶴ヶ丘,A,南葛Y,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,2,2026-04-12,09:00,明大中野,武蔵,3,4,武蔵G,済,明大中野,A,武蔵,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,2,2026-04-12,09:00,都・豊島,駒大高D,1,3,豊島Ｇ,済,豊島,A,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,2,2026-04-12,13:15,日野台,本郷,2,3,本郷Ｇ,済,日野台,A,本郷,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,2,2026-04-12,13:30,多摩大目黒C,成立C,0,0,成立学園鷲宮G,済,多摩大学目黒,C,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,3,2026-04-19,09:00,武蔵,駒大高D,0,5,武蔵Ｇ,済,武蔵,A,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,3,2026-04-19,13:00,南葛Y,都・豊島,2,3,豊島G,済,南葛Y,A,豊島,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,3,2026-04-19,13:15,本郷,明大中野,1,1,本郷Ｇ,済,本郷,A,明大中野,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,3,2026-04-19,13:30,成立C,日野台,1,0,成立学園鷲宮G,済,成立学園,C,日野台,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,3,2026-04-19,16:00,日大鶴ヶ丘,多摩大目黒C,2,3,あざみ野セミナーハウス,済,日大鶴ヶ丘,A,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,4,2026-05-30,14:00,日野台,日大鶴ヶ丘,0,3,日本大学稲城総合グラウンド,済,日野台,A,日大鶴ヶ丘,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,4,2026-05-31,09:00,都・豊島,武蔵,4,0,武蔵G,済,豊島,A,武蔵,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,4,2026-05-31,11:00,明大中野,成立C,2,1,成立学園鷲宮G,済,明大中野,A,成立学園,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,4,2026-05-31,18:00,南葛Y,多摩大目黒C,4,2,東戸塚フットボールパーク,済,南葛Y,A,多摩大学目黒,C,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,4,2026-09-13,13:15,駒大高D,本郷,,,本郷G,未,駒澤大高,D,本郷,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,5,2026-06-05,18:00,成立C,駒大高D,0,1,清瀬内山公園 A面,済,成立学園,C,駒澤大高,D,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,5,2026-06-07,09:00,本郷,武蔵,1,3,武蔵Ｇ,済,本郷,A,武蔵,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
2026,T5,Bブロック,5,2026-06-07,10:00,日野台,南葛Y,0,5,日野台高校グラウンド,済,日野台,A,南葛Y,A,https://www.tleague-u18.com/schedule.php?dy=2026&dt=5&ltno=23
