年度,リーグ,ブロック,節,日付,時刻,ホーム,アウェイ,ホーム得点,アウェイ得点,会場,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
2025,T1,,1,2025-04-01,10:00,成立,国士舘,2,2,成立鷲宮グラウンド,済,成立学園,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,1,2025-04-01,14:00,FC東京B,実践学園,1,3,東京ガス武蔵野苑多目的グランド,済,FC東京,B,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,1,2025-04-01,16:00,多摩大目黒,駒大,2,1,東戸塚フットボールパーク,済,多摩大学目黒,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,1,2025-04-02,10:00,堀越,東海大高輪台,2,3,堀越学園総合グラウンド,済,堀越,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,1,2025-04-02,18:30,町田Y,大成,1,1,NICHIBUN SAKURA FIELD,済,町田Y,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,2,2025-04-06,10:00,成立,町田Y,0,4,成立鷲宮グラウンド,済,成立学園,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,2,2025-04-06,13:00,東海大高輪台,FC東京B,1,1,東海大高輪台総合グラウンド,済,東海大高輪台,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,2,2025-04-06,13:00,国士舘,駒大,1,0,国士舘町田,済,国士舘,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,2,2025-04-06,14:00,実践学園,多摩大目黒,1,2,実践学園高尾グラウンド,済,実践学園,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,2,2025-04-07,17:00,堀越,大成,0,1,堀越学園総合グラウンド,済,堀越,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,3,2025-07-05,18:00,国士舘,実践学園,2,1,国士舘町田,済,国士舘,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,3,2025-07-05,18:45,大成,東海大高輪台,0,0,東京朝鮮G/大沢Ｇ(7/7),済,大成,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,3,2025-07-12,18:00,多摩大目黒,FC東京B,2,0,東戸塚フットボールパーク,済,多摩大学目黒,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,3,2025-07-12,18:00,堀越,成立,4,3,堀越学園総合グラウンド,済,堀越,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,3,2025-07-13,18:30,町田Y,駒大,2,1,NICHIBUN SAKURA FIELD,済,町田Y,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,4,2025-05-03,14:00,FC東京B,国士舘,5,2,東京ガス武蔵野苑多目的グランド,済,FC東京,B,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,4,2025-05-03,14:30,大成,成立,1,1,NICHIBUN SAKURA FIELD,済,大成,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,4,2025-05-03,17:00,実践学園,町田Y,0,1,実践学園高尾グラウンド,済,実践学園,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,4,2025-05-11,16:00,東海大高輪台,多摩大目黒,0,1,東海大高輪台総合グラウンド,済,東海大高輪台,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,4,2025-07-19,18:00,駒大,堀越,0,1,堀越学園総合グラウンド,済,駒澤大高,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,5,2025-05-06,13:30,駒大,大成,1,0,日大三高,済,駒澤大高,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,5,2025-05-06,18:00,国士舘,多摩大目黒,0,1,国士舘楓の杜,済,国士舘,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,5,2025-05-10,18:00,堀越,実践学園,1,0,堀越学園総合グラウンド,済,堀越,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,5,2025-05-11,18:00,町田Y,FC東京B,2,2,NICHIBUN SAKURA FIELD,済,町田Y,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,5,2025-06-25,16:00,成立,東海大高輪台,1,0,成立鷲宮グラウンド,済,成立学園,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,6,2025-05-18,10:00,東海大高輪台,国士舘,2,3,東海大高輪台総合グラウンド,済,東海大高輪台,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,6,2025-05-18,16:00,FC東京B,堀越,2,1,東京ガス武蔵野苑多目的グランド,済,FC東京,B,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,6,2025-06-08,14:30,大成,実践学園,1,1,NICHIBUN SAKURA FIELD,済,大成,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,6,2025-07-06,18:00,成立,駒大,0,3,成立鷲宮グラウンド,済,成立学園,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,6,2025-07-20,19:00,多摩大目黒,町田Y,0,1,東戸塚フットボールパーク,済,多摩大学目黒,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,7,2025-06-14,17:00,東海大高輪台,駒大,0,2,東海大高輪台総合グラウンド,済,東海大高輪台,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,7,2025-06-15,10:00,堀越,多摩大目黒,3,2,堀越学園総合グラウンド,済,堀越,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,7,2025-06-15,17:00,FC東京B,大成,4,2,東京ガス武蔵野苑多目的グランド,済,FC東京,B,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,7,2025-06-15,17:00,実践学園,成立,3,1,実践学園高尾グラウンド,済,実践学園,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,7,2025-06-15,18:00,町田Y,国士舘,2,0,NICHIBUN SAKURA FIELD,済,町田Y,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,8,2025-06-18,18:30,東海大高輪台,町田Y,1,3,NICHIBUN SAKURA FIELD,済,東海大高輪台,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,8,2025-06-19,18:30,FC東京B,成立,3,1,東京ガス武蔵野苑多目的グランド,済,FC東京,B,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,8,2025-06-22,09:30,大成,多摩大目黒,5,1,駒沢第２球技場,済,大成,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,8,2025-06-22,10:00,国士舘,堀越,3,0,国士舘楓の杜,済,国士舘,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,8,2025-06-22,18:30,駒大,実践学園,3,0,駒沢第２球技場,済,駒澤大高,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,9,2025-06-28,17:00,国士舘,大成,1,1,国士舘町田,済,国士舘,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,9,2025-06-29,10:00,堀越,町田Y,2,1,堀越学園総合グラウンド,済,堀越,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,9,2025-06-29,17:00,実践学園,東海大高輪台,3,0,実践学園高尾グラウンド,済,実践学園,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,9,2025-06-29,17:00,FC東京B,駒大,0,3,東京ガス武蔵野苑多目的グランド,済,FC東京,B,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,9,2025-06-29,18:00,多摩大目黒,成立,1,2,東戸塚フットボールパーク,済,多摩大学目黒,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,10,2025-09-06,18:00,駒大,多摩大目黒,0,1,東戸塚フットボールパーク,済,駒澤大高,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,10,2025-09-07,16:00,東海大高輪台,堀越,3,3,東海大高輪台総合グラウンド,済,東海大高輪台,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,10,2025-09-07,17:00,国士舘,成立,2,0,国士舘町田,済,国士舘,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,10,2025-09-07,17:00,実践学園,FC東京B,2,5,実践学園高尾グラウンド,済,実践学園,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,10,2025-09-07,18:00,大成,町田Y,2,1,NICHIBUN SAKURA FIELD,済,大成,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,11,2025-09-12,18:00,駒大,国士舘,3,1,駒沢第２球技場,済,駒澤大高,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,11,2025-09-14,14:30,大成,堀越,1,0,NICHIBUN SAKURA FIELD,済,大成,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,11,2025-09-14,17:00,FC東京B,東海大高輪台,1,0,東京ガス武蔵野苑多目的グランド,済,FC東京,B,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,11,2025-09-14,18:00,町田Y,成立,5,0,NICHIBUN SAKURA FIELD,済,町田Y,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,11,2025-09-15,18:00,多摩大目黒,実践学園,0,1,東戸塚フットボールパーク,済,多摩大学目黒,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,12,2025-09-19,18:00,実践学園,国士舘,0,1,実践学園高尾グラウンド,済,実践学園,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,12,2025-09-20,10:00,成立,堀越,1,3,成立鷲宮グラウンド,済,成立学園,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,12,2025-09-20,16:00,東海大高輪台,大成,1,2,東海大高輪台総合グラウンド,済,東海大高輪台,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,12,2025-09-20,17:30,FC東京B,多摩大目黒,1,2,東京ガス武蔵野苑多目的グランド,済,FC東京,B,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,12,2025-09-20,18:00,駒大,町田Y,0,1,NICHIBUN SAKURA FIELD,済,駒澤大高,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,13,2025-09-23,10:00,成立,大成,2,3,成立鷲宮グラウンド,済,成立学園,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,13,2025-09-23,17:00,国士舘,FC東京B,2,3,国士舘楓の杜,済,国士舘,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,13,2025-09-23,17:30,堀越,駒大,4,1,堀越学園総合グランド,済,堀越,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,13,2025-09-23,18:00,町田Y,実践学園,2,1,NICHIBUN SAKURA FIELD,済,町田Y,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,13,2025-09-23,19:00,多摩大目黒,東海大高輪台,1,0,東戸塚フットボールパーク,済,多摩大学目黒,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,14,2025-09-28,10:00,東海大高輪台,成立,0,1,東海大高輪台総合グラウンド,済,東海大高輪台,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,14,2025-09-28,16:00,FC東京B,町田Y,0,3,東京ガス武蔵野苑多目的グランド,済,FC東京,B,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,14,2025-09-28,17:00,実践学園,堀越,1,1,実践学園高尾グラウンド,済,実践学園,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,14,2025-09-28,18:00,多摩大目黒,国士舘,1,0,東戸塚フットボールパーク,済,多摩大学目黒,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,14,2025-09-29,17:00,大成,駒大,2,0,日大三高,済,大成,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,15,2025-10-05,10:00,駒大,成立,0,5,成立鷲宮グラウンド,済,駒澤大高,A,成立学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,15,2025-10-05,16:30,実践学園,大成,2,1,実践学園高尾グラウンド,済,実践学園,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,15,2025-10-05,18:00,町田Y,多摩大目黒,2,0,NICHIBUN SAKURA FIELD,済,町田Y,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,15,2025-10-05,18:00,国士舘,東海大高輪台,0,1,国士舘楓の杜,済,国士舘,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,15,2025-11-02,11:00,堀越,FC東京B,6,2,堀越学園総合グラウンド,済,堀越,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,16,2025-11-14,18:00,駒大,東海大高輪台,1,0,駒沢第２球技場,済,駒澤大高,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,16,2025-11-16,10:00,成立,実践学園,0,1,成立鷲宮グラウンド,済,成立学園,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,16,2025-11-16,13:00,国士舘,町田Y,0,2,国士舘楓の杜,済,国士舘,A,町田Y,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,16,2025-11-16,14:30,大成,FC東京B,1,0,NICHIBUN SAKURA FIELD,済,大成,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,16,2025-11-29,18:00,多摩大目黒,堀越,1,1,東戸塚フットボールパーク,済,多摩大学目黒,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,17,2025-11-22,11:00,堀越,国士舘,2,3,堀越学園総合グラウンド,済,堀越,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,17,2025-11-23,10:00,成立,FC東京B,0,0,成立鷲宮グラウンド,済,成立学園,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,17,2025-11-23,17:00,実践学園,駒大,4,0,実践学園高尾グランド,済,実践学園,A,駒澤大高,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,17,2025-11-23,18:00,町田Y,東海大高輪台,6,2,NICHIBUN SAKURA FIELD,済,町田Y,A,東海大高輪台,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,17,2025-11-23,18:00,多摩大目黒,大成,2,1,東戸塚フットボールパーク,済,多摩大学目黒,A,大成,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,18,2025-11-29,17:00,大成,国士舘,1,2,国士舘町田,済,大成,A,国士舘,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,18,2025-12-06,17:30,駒大,FC東京B,2,3,東京ガス武蔵野苑多目的グランド,済,駒澤大高,A,FC東京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,18,2025-12-07,10:00,成立,多摩大目黒,1,1,成立鷲宮グラウンド,済,成立学園,A,多摩大学目黒,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,18,2025-12-07,10:00,東海大高輪台,実践学園,1,3,東海大高輪台総合グラウンド,済,東海大高輪台,A,実践学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T1,,18,2025-12-07,18:00,町田Y,堀越,3,1,NICHIBUN SAKURA FIELD,済,町田Y,A,堀越,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=1
2025,T2,,1,2025-04-01,10:00,修徳,東久留米,1,3,東久留米総合高校,済,修徳,A,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,1,2025-04-01,14:00,関東第一,早稲田実業,1,0,駒沢補助競技場,済,関東第一,A,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,1,2025-04-01,16:00,養和SC・B,駿台学園,1,4,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,1,2025-04-02,15:30,横河武蔵野,日大三,1,2,横河電機グランド,済,横河武蔵野,A,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,1,2025-04-02,16:15,帝京B,駒大B,0,0,駒沢第２球技場,済,帝京,B,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,2,2025-04-05,17:00,駒大B,養和SC・B,1,1,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,駒澤大高,B,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,2,2025-04-06,10:00,東久留米,関東第一,0,1,東久留米総合高校,済,東久留米総合,A,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,2,2025-04-06,18:30,早稲田実業,帝京B,2,1,早稲田大学東伏見グラウンド,済,早稲田実業,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,2,2025-04-07,15:30,日大三,修徳,2,1,日大三高,済,日大三,A,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,2,2025-04-07,18:30,駿台学園,横河武蔵野,1,1,赤羽スポーツの森公園競技場,済,駿台学園,A,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,3,2025-04-24,18:30,駿台学園,日大三,2,0,赤羽スポーツの森公園競技場,済,駿台学園,A,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,3,2025-04-27,10:00,帝京B,東久留米,1,2,東久留米総合高校,済,帝京,B,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,3,2025-04-27,17:00,養和SC・B,早稲田実業,0,5,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,3,2025-05-13,16:00,関東第一,修徳,0,2,新砂サッカー場,済,関東第一,A,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,3,2025-07-06,18:45,横河武蔵野,駒大B,0,2,横河電機グランド,済,横河武蔵野,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,4,2025-04-29,16:00,東久留米,養和SC・B,1,0,東久留米総合高校,済,東久留米総合,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,4,2025-05-01,18:30,駿台学園,駒大B,0,1,赤羽スポーツの森公園競技場,済,駿台学園,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,4,2025-05-03,18:30,早稲田実業,横河武蔵野,1,0,早稲田大学東伏見グラウンド,済,早稲田実業,A,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,4,2025-07-12,17:30,日大三,関東第一,0,4,日大三高,済,日大三,A,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,4,2025-08-29,17:00,修徳,帝京B,3,5,帝京科学大学千住総合グラウンド,済,修徳,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,5,2025-05-05,14:00,早稲田実業,駿台学園,3,1,早稲田実業学校グラウンド,済,早稲田実業,A,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,5,2025-05-05,17:00,養和SC・B,修徳,0,0,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,5,2025-05-06,15:00,帝京B,関東第一,0,1,新砂サッカー場,済,帝京,B,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,5,2025-05-06,15:30,駒大B,日大三,0,2,日大三高,済,駒澤大高,B,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,5,2025-05-06,18:45,横河武蔵野,東久留米,1,1,横河電機グラウンド,済,横河武蔵野,A,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,6,2025-06-08,13:30,日大三,帝京B,2,2,日大三高,済,日大三,A,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,6,2025-06-09,18:30,駿台学園,東久留米,0,0,赤羽スポーツの森公園競技場,済,駿台学園,A,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,6,2025-07-05,17:00,関東第一,養和SC・B,0,1,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,関東第一,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,6,2025-07-13,18:45,修徳,横河武蔵野,3,0,横河電機グランド,済,修徳,A,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,6,2025-08-30,18:30,駒大B,早稲田実業,1,2,早稲田大学東伏見グラウンド,済,駒澤大高,B,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,7,2025-06-14,19:00,横河武蔵野,関東第一,1,1,横河電機グランド,済,横河武蔵野,A,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,7,2025-06-15,16:00,東久留米,駒大B,0,3,東久留米総合高校,済,東久留米総合,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,7,2025-07-12,17:00,養和SC・B,帝京B,3,1,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,7,2025-07-17,18:45,修徳,駿台学園,4,3,赤羽スポーツの森公園競技場,済,修徳,A,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,7,2025-07-20,18:30,早稲田実業,日大三,2,3,早稲田大学東伏見グラウンド,済,早稲田実業,A,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,8,2025-06-21,18:30,早稲田実業,東久留米,1,0,早稲田大学東伏見グラウンド,済,早稲田実業,A,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,8,2025-06-22,11:45,駿台学園,関東第一,0,3,駒沢第２球技場,済,駿台学園,A,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,8,2025-06-22,13:30,日大三,養和SC・B,1,1,日大三高,済,日大三,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,8,2025-06-22,16:15,駒大B,修徳,3,4,駒沢第２球技場,済,駒澤大高,B,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,8,2025-06-22,16:30,帝京B,横河武蔵野,3,0,帝京科学大学千住総合グラウンド,済,帝京,B,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,9,2025-06-27,18:00,関東第一,駒大B,2,3,駒沢第２球技場,済,関東第一,A,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,9,2025-06-28,16:00,東久留米,日大三,0,1,東久留米総合高校,済,東久留米総合,A,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,9,2025-06-28,18:30,修徳,早稲田実業,1,1,早稲田大学東伏見グラウンド,済,修徳,A,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,9,2025-06-28,18:45,横河武蔵野,養和SC・B,0,1,横河電機グランド,済,横河武蔵野,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,9,2025-06-29,16:00,帝京B,駿台学園,6,1,帝京科学大学千住総合グラウンド,済,帝京,B,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,10,2025-09-06,18:30,早稲田実業,関東第一,3,1,早稲田大学東伏見グラウンド,済,早稲田実業,A,関東第一,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,10,2025-09-07,11:00,駒大B,帝京B,1,1,帝京科学大学千住総合グラウンド,済,駒澤大高,B,帝京,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,10,2025-09-07,13:30,日大三,横河武蔵野,3,1,日大三高,済,日大三,A,横河武蔵野,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,10,2025-09-07,16:00,東久留米,修徳,1,0,東久留米総合高校,済,東久留米総合,A,修徳,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,10,2025-11-08,17:00,駿台学園,養和SC・B,0,4,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,駿台学園,A,養和SC,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,11,2025-09-12,18:00,関東第一,東久留米,0,1,清瀬内山サッカー場Ｂ面,済,関東第一,A,東久留米総合,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,11,2025-09-13,17:00,養和SC・B,駒大B,5,2,(公財)三菱養和会　巣鴨スポーツセンターグラウンド,済,養和SC,B,駒澤大高,B,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,11,2025-09-14,13:30,修徳,日大三,2,1,日大三高グランド,済,修徳,A,日大三,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,11,2025-09-14,16:00,帝京B,早稲田実業,1,0,帝京科学大学千住総合グラウンド,済,帝京,B,早稲田実業,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
2025,T2,,11,2025-09-14,18:45,横河武蔵野,駿台学園,2,1,横河電機グランド,済,横河武蔵野,A,駿台学園,A,https://www.tleague-u18.com/schedule.php?dy=2025&dt=2
