年度,リーグ,区分,ホーム,ホーム学校,ホーム区分,アウェイ,アウェイ学校,アウェイ区分,得点H,得点A,出典
2022,NSリーグ,2部Bブロック,佼成学園,佼成学園,,都・富士,富士,,0,1,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,佼成学園,佼成学園,,都・杉並Ａ,杉並,A,0,3,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,佼成学園,佼成学園,,都・石神井Ｂ,石神井,B,0,2,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,佼成学園,佼成学園,,早大学院Ｃ,早大学院,C,0,6,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,佼成学園,佼成学園,,明大中野Ｂ,明大中野,B,1,4,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・富士,富士,,都・杉並Ａ,杉並,A,5,1,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・富士,富士,,都・石神井Ｂ,石神井,B,0,4,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・富士,富士,,早大学院Ｃ,早大学院,C,0,4,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・富士,富士,,明大中野Ｂ,明大中野,B,3,2,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・杉並Ａ,杉並,A,都・石神井Ｂ,石神井,B,2,3,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・杉並Ａ,杉並,A,早大学院Ｃ,早大学院,C,3,1,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・杉並Ａ,杉並,A,明大中野Ｂ,明大中野,B,1,2,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・石神井Ｂ,石神井,B,早大学院Ｃ,早大学院,C,3,0,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,都・石神井Ｂ,石神井,B,明大中野Ｂ,明大中野,B,3,0,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2022,NSリーグ,2部Bブロック,早大学院Ｃ,早大学院,C,明大中野Ｂ,明大中野,B,1,1,waseda_2022-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,駿台学園,駿台学園,,3,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,東京実業,東京実業,,3,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,早大学院,早大学院,,5,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,東海大菅生,東海大菅生,,1,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,駒大高C,駒澤大高,C,4,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,國學院久我山Ｃ,国学院久我山,C,3,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,トリプレッタ,トリプレッタ,,1,5,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,東京,東京,,6,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大高輪台,東海大高輪台,,創価,創価,,2,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,東京実業,東京実業,,3,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,早大学院,早大学院,,3,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,東海大菅生,東海大菅生,,2,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,駒大高C,駒澤大高,C,2,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,國學院久我山Ｃ,国学院久我山,C,4,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,トリプレッタ,トリプレッタ,,1,5,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,東京,東京,,4,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駿台学園,駿台学園,,創価,創価,,1,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,早大学院,早大学院,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,東海大菅生,東海大菅生,,1,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,駒大高C,駒澤大高,C,2,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,國學院久我山Ｃ,国学院久我山,C,1,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,トリプレッタ,トリプレッタ,,0,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,東京,東京,,0,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京実業,東京実業,,創価,創価,,0,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,早大学院,早大学院,,東海大菅生,東海大菅生,,3,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,早大学院,早大学院,,駒大高C,駒澤大高,C,3,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,早大学院,早大学院,,國學院久我山Ｃ,国学院久我山,C,0,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,早大学院,早大学院,,トリプレッタ,トリプレッタ,,1,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,早大学院,早大学院,,東京,東京,,2,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,早大学院,早大学院,,創価,創価,,0,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,駒大高C,駒澤大高,C,3,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,國學院久我山Ｃ,国学院久我山,C,5,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,トリプレッタ,トリプレッタ,,1,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,東京,東京,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東海大菅生,東海大菅生,,創価,創価,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駒大高C,駒澤大高,C,國學院久我山Ｃ,国学院久我山,C,2,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駒大高C,駒澤大高,C,トリプレッタ,トリプレッタ,,1,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駒大高C,駒澤大高,C,東京,東京,,4,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,駒大高C,駒澤大高,C,創価,創価,,1,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,國學院久我山Ｃ,国学院久我山,C,トリプレッタ,トリプレッタ,,3,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,國學院久我山Ｃ,国学院久我山,C,東京,東京,,4,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,國學院久我山Ｃ,国学院久我山,C,創価,創価,,0,5,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,トリプレッタ,トリプレッタ,,東京,東京,,1,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,トリプレッタ,トリプレッタ,,創価,創価,,1,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグAブロック,東京,東京,,創価,創価,,0,5,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tリーグ,T3リーグ15位・16位順位決定戦,早大学院,早大学院,,横河武蔵野B,横河武蔵野,B,0,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,東海大高輪台,東海大高輪台,,3,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,堀越,堀越,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,トリプレッタ,トリプレッタ,,7,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,暁星,暁星,,5,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,東海大菅生,東海大菅生,,8,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,東京朝鮮,東京朝鮮,,8,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,都立駒場,駒場,,4,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,早大学院,早大学院,,4,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,大森学園,大森学園,,2,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,都立石神井,石神井,,4,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,国士館,国士館,,日大三,日大三,,2,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,堀越,堀越,,1,7,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,トリプレッタ,トリプレッタ,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,暁星,暁星,,7,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,東海大菅生,東海大菅生,,9,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,東京朝鮮,東京朝鮮,,3,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,都立駒場,駒場,,0,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,早大学院,早大学院,,3,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,大森学園,大森学園,,1,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,都立石神井,石神井,,4,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大高輪台,東海大高輪台,,日大三,日大三,,4,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,トリプレッタ,トリプレッタ,,9,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,暁星,暁星,,11,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,東海大菅生,東海大菅生,,2,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,東京朝鮮,東京朝鮮,,1,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,都立駒場,駒場,,3,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,早大学院,早大学院,,2,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,大森学園,大森学園,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,都立石神井,石神井,,7,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,堀越,堀越,,日大三,日大三,,12,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,暁星,暁星,,5,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,東海大菅生,東海大菅生,,1,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,東京朝鮮,東京朝鮮,,4,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,都立駒場,駒場,,2,6,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,早大学院,早大学院,,2,1,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,大森学園,大森学園,,0,8,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,都立石神井,石神井,,3,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,トリプレッタ,トリプレッタ,,日大三,日大三,,2,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,東海大菅生,東海大菅生,,0,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,東京朝鮮,東京朝鮮,,2,2,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,都立駒場,駒場,,2,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,早大学院,早大学院,,1,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,大森学園,大森学園,,0,6,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,都立石神井,石神井,,1,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,暁星,暁星,,日大三,日大三,,0,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大菅生,東海大菅生,,東京朝鮮,東京朝鮮,,2,4,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大菅生,東海大菅生,,都立駒場,駒場,,2,0,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
2023,Tokyo Unity League,(U-16)2部,東海大菅生,東海大菅生,,早大学院,早大学院,,0,3,waseda_2023-Tリーグ・ユニティリーグ・NSリーグ星取表.pdf
