tid,種類,年度,リーグ名,部,URL
16693,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/16693
1670,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/1670
1671,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/1671
16777,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/16777
16779,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/16779
17207,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17207
17208,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17208
17209,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17209
17210,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17210
17212,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17212
17213,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17213
17214,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17214
17216,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17216
17217,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17217
17218,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17218
17231,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17231
17232,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17232
17233,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17233
17234,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17234
17235,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17235
17236,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17236
17237,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17237
17238,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17238
17244,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17244
17245,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17245
17246,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17246
17247,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17247
17248,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17248
17249,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17249
17250,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17250
17251,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17251
1729,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/1729
1730,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/1730
17554,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17554
17555,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17555
17556,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17556
17578,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17578
17579,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17579
17608,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17608
17609,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17609
17610,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17610
17618,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17618
17866,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17866
17867,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/17867
18247,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18247
18248,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18248
18249,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18249
18250,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18250
18254,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18254
18255,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18255
18256,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18256
18257,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18257
18258,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18258
18259,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18259
18260,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18260
1830,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/1830
18748,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18748
18749,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18749
18750,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18750
18751,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18751
18806,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18806
18807,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18807
18808,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18808
18979,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18979
18980,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18980
18981,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18981
18982,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18982
18983,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/18983
19013,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19013
19014,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19014
19015,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19015
19016,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19016
19017,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19017
19236,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19236
19237,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19237
19238,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19238
19239,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19239
19240,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19240
19241,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19241
19242,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19242
19243,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19243
19244,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19244
19245,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19245
19246,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19246
19247,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19247
19248,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19248
19249,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19249
19250,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19250
19332,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19332
19333,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/19333
2000,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2000
2001,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2001
2002,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2002
2003,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2003
2004,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2004
20196,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20196
20197,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20197
20554,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20554
20555,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20555
20556,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20556
20557,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20557
20558,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20558
20733,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20733
20735,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20735
20736,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20736
20737,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20737
20850,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20850
20851,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20851
20852,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20852
20853,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20853
20873,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20873
20874,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20874
20875,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20875
20876,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20876
20877,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20877
20878,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/20878
21235,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21235
21313,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21313
21314,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21314
21315,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21315
21316,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21316
21317,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21317
21320,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21320
21321,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21321
21322,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21322
21323,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21323
21324,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21324
21326,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21326
21788,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21788
21789,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21789
21826,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21826
21827,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21827
21922,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21922
21923,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21923
21924,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21924
21925,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21925
21926,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21926
21927,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21927
21928,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21928
21929,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/21929
22048,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22048
22049,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22049
22050,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22050
22051,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22051
22052,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22052
22053,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22053
22054,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22054
22055,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22055
22056,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22056
22057,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22057
22139,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22139
22140,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22140
22141,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22141
22143,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22143
22144,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22144
22145,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22145
22146,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22146
22399,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22399
22400,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22400
22401,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22401
22402,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22402
22403,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22403
22404,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22404
22405,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22405
22753,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22753
22754,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22754
22755,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22755
22756,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22756
22757,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22757
2282,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2282
2283,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2283
2284,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2284
2292,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2292
2293,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2293
22981,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22981
22982,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22982
22983,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22983
22984,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22984
22985,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/22985
23072,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23072
23073,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23073
23074,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23074
23075,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23075
23076,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23076
23077,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23077
23078,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23078
23165,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23165
23166,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23166
23167,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23167
23168,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23168
2343,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2343
2344,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2344
23494,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23494
23495,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23495
23496,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23496
23497,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23497
23607,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23607
23647,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23647
23648,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23648
23649,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23649
23650,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23650
23774,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23774
23775,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23775
23933,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23933
23934,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23934
23935,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23935
23937,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/23937
24119,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/24119
24120,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/24120
25020,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25020
25021,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25021
25022,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25022
25023,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25023
25035,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25035
25036,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25036
25037,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25037
25038,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25038
25040,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25040
25041,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25041
25042,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25042
25043,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25043
25044,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25044
25045,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25045
25046,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25046
25047,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25047
25048,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/25048
26081,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26081
26082,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26082
26083,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26083
26084,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26084
26108,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26108
26109,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26109
26112,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26112
26113,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26113
26116,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26116
26117,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26117
26137,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26137
26138,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26138
26139,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26139
26140,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26140
26141,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26141
26143,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26143
26144,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26144
26145,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26145
26147,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26147
26148,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26148
26149,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26149
26159,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26159
26160,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26160
26161,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26161
26162,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26162
26163,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26163
26164,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26164
26165,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26165
26166,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26166
26167,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26167
26168,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26168
26306,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26306
26433,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26433
26434,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26434
26493,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26493
26494,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26494
26495,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26495
26584,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26584
26586,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26586
26587,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26587
26624,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26624
26625,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26625
26626,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26626
26627,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26627
26628,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26628
26687,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26687
26727,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26727
26728,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26728
26729,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26729
26730,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26730
26731,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26731
26733,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26733
26734,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26734
26751,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26751
26752,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26752
26753,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26753
26754,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26754
26755,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26755
26845,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26845
26846,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26846
26847,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26847
26876,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26876
26877,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26877
26878,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26878
26895,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26895
26896,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26896
26897,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26897
26898,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26898
26899,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26899
26900,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26900
26901,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/26901
27156,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27156
27157,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27157
27158,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27158
27159,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27159
27160,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27160
27161,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27161
27162,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27162
27163,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27163
27164,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/27164
2769,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2769
2770,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2770
2771,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2771
2772,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2772
2773,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2773
2774,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2774
2775,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2775
2776,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2776
2777,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2777
2778,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2778
2779,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2779
2781,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2781
2783,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2783
2784,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2784
2785,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2785
2786,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2786
2787,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2787
2788,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2788
2789,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2789
279,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/279
2790,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2790
2791,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2791
2792,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2792
2793,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2793
2794,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2794
2795,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2795
2796,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2796
2797,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2797
2798,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2798
2799,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2799
2800,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2800
2801,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2801
28011,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28011
28012,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28012
28013,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28013
28014,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28014
28015,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28015
28016,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28016
2802,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/2802
28021,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28021
28022,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28022
28023,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28023
28024,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28024
28026,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28026
28027,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28027
28183,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28183
28184,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28184
28185,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28185
28186,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28186
28199,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28199
28200,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28200
28201,index,,全順位,,https://junior-soccer.jp/kanto/tokyo/league/table/28201
