年度,リーグ,日時,ホーム,学校H,アウェイ,学校A,得点H,得点A,状態,出典
2015,T4,2015.04.03 18：30,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,かえつ有明(B),かえつ有明,7,0,終了,https://koko-soccer.com/score/53
2015,T4,2015.05.05 13：30,本郷,本郷,都立野津田,野津田,5,3,終了,https://koko-soccer.com/score/53
2015,T4,2015.04.12 15：00,都立野津田,野津田,大東大一,大東大一,8,1,終了,https://koko-soccer.com/score/53
2015,T4,2015.04.12 9：00,かえつ有明(B),かえつ有明,本郷,本郷,1,3,終了,https://koko-soccer.com/score/53
2015,T4,2015.08.07 9：30,駒澤大学高等学校（C）,駒澤大高,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,4,3,終了,https://koko-soccer.com/score/53
2015,T4,2015.09.12,正則学園,正則学園,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,0,6,終了,https://koko-soccer.com/score/53
2015,T4,2015.04.16 18：00,駒澤大学高等学校（C）,駒澤大高,都立野津田,野津田,5,1,終了,https://koko-soccer.com/score/53
2015,T4,2015.04.19 13：30,本郷,本郷,正則学園,正則学園,1,1,終了,https://koko-soccer.com/score/53
2015,T4,2015.06.28 17：30,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,かえつ有明,かえつ有明,6,0,終了,https://koko-soccer.com/score/53
2015,T4,2015.08.12 8：30,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,大東大一,大東大一,3,5,終了,https://koko-soccer.com/score/53
2015,T4,2015.05.29 18：30,正則学園,正則学園,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,3,3,終了,https://koko-soccer.com/score/53
2015,T4,2015.05.31 10：00,かえつ有明(B),かえつ有明,駒澤大学高等学校（C）,駒澤大高,2,6,終了,https://koko-soccer.com/score/53
2015,T4,2015.06.09 19：00,大東大一,大東大一,本郷,本郷,2,2,終了,https://koko-soccer.com/score/53
2015,T4,2015.07.19 17：30,都立野津田,野津田,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,0,9,終了,https://koko-soccer.com/score/53
2015,T4,2015.06.19 18：30,大東大一,大東大一,駒澤大学高等学校（C）,駒澤大高,1,5,終了,https://koko-soccer.com/score/53
2015,T4,2015.06.26 18：00,かえつ有明(B),かえつ有明,正則学園,正則学園,0,0,終了,https://koko-soccer.com/score/53
2015,T4,2015.07.12 17：30,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,本郷,本郷,5,3,終了,https://koko-soccer.com/score/53
2015,T4,2015.07.12 19：00,都立野津田,野津田,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,2,1,終了,https://koko-soccer.com/score/53
2015,T4,2015.07.21 15：00,本郷,本郷,駒澤大学高等学校（C）,駒澤大高,1,4,終了,https://koko-soccer.com/score/53
2015,T4,2015.08.11 18：00,正則学園,正則学園,都立野津田,野津田,4,2,終了,https://koko-soccer.com/score/53
2015,T4,2015.09.06 12：00,大東大一,大東大一,かえつ有明(B),かえつ有明,7,4,終了,https://koko-soccer.com/score/53
2015,T4,2015.09.29,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,1,2,終了,https://koko-soccer.com/score/53
2015,T4,2015.06.11 18：30,駒澤大学高等学校（C）,駒澤大高,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,0,1,終了,https://koko-soccer.com/score/53
2015,T4,2015.06.21 17：00,かえつ有明(B),かえつ有明,都立野津田,野津田,0,0,終了,https://koko-soccer.com/score/53
2015,T4,2015.07.19 15：30,本郷,本郷,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,4,4,終了,https://koko-soccer.com/score/53
2015,T4,2015.09.18,大東大一,大東大一,正則学園,正則学園,3,0,終了,https://koko-soccer.com/score/53
2015,T4,2015.04.01 10：00,実践学園（C）,実践学園,武蔵,武蔵,3,0,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.03 11：45,都立豊島,豊島,都立東久留米総合（B）,東久留米総合,2,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.03 13：45,創価,創価,足立学園,足立学園,3,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.03 9：45,桐朋,桐朋,都立保谷,保谷,3,3,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.11 15：00,都立東久留米総合（B）,東久留米総合,桐朋,桐朋,3,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.12 13：30,都立保谷,保谷,都立豊島,豊島,1,0,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.28 17：00,足立学園,足立学園,実践学園（C）,実践学園,2,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.08.29 9：30,武蔵,武蔵,創価,創価,2,0,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.19 10：00,桐朋,桐朋,足立学園,足立学園,1,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.19 10：00,創価,創価,都立保谷,保谷,2,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.04.26 13：30,実践学園（C）,実践学園,都立東久留米総合（B）,東久留米総合,4,3,終了,https://koko-soccer.com/score/54
2015,T4,2015.08.09 9：30,都立豊島,豊島,武蔵,武蔵,2,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.05.06 13：30,都立東久留米総合（B）,東久留米総合,創価,創価,0,0,終了,https://koko-soccer.com/score/54
2015,T4,2015.05.06 13：30,都立保谷,保谷,実践学園（C）,実践学園,1,4,終了,https://koko-soccer.com/score/54
2015,T4,2015.07.12 9：30,武蔵,武蔵,桐朋,桐朋,3,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.07.20 16：00,足立学園,足立学園,都立豊島,豊島,0,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.07 10：00,創価,創価,都立豊島,豊島,0,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.07 9：30,都立保谷,保谷,武蔵,武蔵,0,7,終了,https://koko-soccer.com/score/54
2015,T4,2015.07.23 17：30,実践学園(C),実践学園,桐朋,桐朋,1,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.08.28 13：30,都立東久留米総合（B）,東久留米総合,足立学園,足立学園,2,3,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.14 10 :00,都立豊島,豊島,実践学園（C）,実践学園,2,2,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.14 10：00,桐朋,桐朋,創価,創価,3,0,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.14 13：30,足立学園,足立学園,都立保谷,保谷,0,0,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.14 9：30,武蔵,武蔵,都立東久留米総合（B）,東久留米総合,1,3,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.21 10：00,都立豊島,豊島,桐朋,桐朋,2,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.06.21 9：30,足立学園,足立学園,武蔵,武蔵,0,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.07.19 13：30,都立保谷,保谷,都立東久留米総合（B）,東久留米総合,1,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.07.20 17：15,実践学園（C）,実践学園,創価,創価,1,1,終了,https://koko-soccer.com/score/54
2015,T4,2015.11.26 18：30,ＦＣ町田ゼルビアユース,FC町田ゼルビアユース,武蔵,武蔵,10,0,終了,https://koko-soccer.com/score/239
2015,T4,2015.11.01 16:00,駒澤大学高等学校（C）,駒澤大高,実践学園（C）,実践学園,1,2,終了,https://koko-soccer.com/score/239
2015,T4,2015.10.30 18:30,大東大一,大東大一,都立豊島,豊島,7,3,終了,https://koko-soccer.com/score/239
2015,T4,2015.11.03 13:30,本郷,本郷,都立東久留米総合（B）,東久留米総合,1,2,終了,https://koko-soccer.com/score/239
2015,T4,2015.11.19 18:30,都立野津田,野津田,桐朋,桐朋,4,3,終了,https://koko-soccer.com/score/239
2015,T4,2015.11.24 18:30,正則学園,正則学園,創価,創価,1,5,終了,https://koko-soccer.com/score/239
2015,T4,2015.10.30 18:30,横河武蔵野ＦＣユース(B),横河武蔵野FCユース,足立学園,足立学園,2,1,終了,https://koko-soccer.com/score/239
2015,T4,未定,かえつ有明(B),かえつ有明,都立保谷,保谷,2,4,終了,https://koko-soccer.com/score/239
2016,T1,2016.02.13 15:00,成立学園,成立学園,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,3,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.14 14:30,実践学園,実践学園,國學院久我山,国学院久我山,0,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.17 18:00,帝京,帝京,駒澤大学高等学校,駒澤大高,0,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.18 18:30,関東一,関東第一,FC東京U-18(B),FC東京U-18,0,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.21 9:30,都立東久留米総合,東久留米総合,東京実業,東京実業,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.20 16:00,実践学園,実践学園,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.24 19:00,FC東京U-18(B),FC東京U-18,帝京,帝京,2,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.10 14:00,東京実業,東京実業,関東一,関東第一,1,4,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.12 10:00,成立学園,成立学園,都立東久留米総合,東久留米総合,1,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.28 18:00,駒澤大学高等学校,駒澤大高,國學院久我山,国学院久我山,2,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.12 18:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,駒澤大学高等学校,駒澤大高,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.17 17:45,関東一,関東第一,成立学園,成立学園,4,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.21 9:30,都立東久留米総合,東久留米総合,実践学園,実践学園,3,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.06 18:30,國學院久我山,国学院久我山,帝京,帝京,3,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.29 11:00,FC東京U-18(B),FC東京U-18,東京実業,東京実業,3,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.03 18:40,FC東京U-18(B),FC東京U-18,國學院久我山,国学院久我山,2,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.17 18:30,帝京,帝京,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,0,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.26 11:00,実践学園,実践学園,関東一,関東第一,0,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.26 9:30,都立東久留米総合,東久留米総合,駒澤大学高等学校,駒澤大高,1,4,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.27 10:00,成立学園,成立学園,東京実業,東京実業,2,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.02.27 18:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,國學院久我山,国学院久我山,1,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.30 17:00,実践学園,実践学園,東京実業,東京実業,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.31 18:00,駒澤大学高等学校,駒澤大高,関東一,関東第一,1,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.13 18:00,帝京,帝京,都立東久留米総合,東久留米総合,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.13 19:00,FC東京U-18(B),FC東京U-18,成立学園,成立学園,3,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.03.30 16:30,國學院久我山,国学院久我山,都立東久留米総合,東久留米総合,4,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.21 19:00,FC東京U-18(B),FC東京U-18,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.25 18:00,駒澤大学高等学校,駒澤大高,東京実業,東京実業,8,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.27 18:00,帝京,帝京,関東一,関東第一,0,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.29 10:00,成立学園,成立学園,実践学園,実践学園,5,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.04.27 18:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,都立東久留米総合,東久留米総合,2,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.06 18:30,東京実業,東京実業,帝京,帝京,0,6,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.08 10:00,成立学園,成立学園,駒澤大学高等学校,駒澤大高,3,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.11 18:00,実践学園,実践学園,FC東京U-18(B),FC東京U-18,0,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.22 18:30,関東一,関東第一,國學院久我山,国学院久我山,0,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.01 18:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,関東一,関東第一,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.05 16:00,実践学園,実践学園,駒澤大学高等学校,駒澤大高,1,6,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.05 9:30,都立東久留米総合,東久留米総合,FC東京U-18(B),FC東京U-18,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.05.18 18:00,帝京,帝京,成立学園,成立学園,0,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.10 17:30,國學院久我山,国学院久我山,東京実業,東京実業,3,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.08 18:00,東京実業,東京実業,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.22 18:00,実践学園,実践学園,帝京,帝京,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.22 19:00,FC東京U-18(B),FC東京U-18,駒澤大学高等学校,駒澤大高,3,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.26 11:30,成立学園,成立学園,國學院久我山,国学院久我山,2,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.26 9:30,関東一,関東第一,都立東久留米総合,東久留米総合,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.30 19:00,FC東京U-18(B),FC東京U-18,関東一,関東第一,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.02 18:00,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,成立学園,成立学園,0,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.03 17:30,國學院久我山,国学院久我山,実践学園,実践学園,3,6,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.17 9:30,東京実業,東京実業,都立東久留米総合,東久留米総合,0,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.08.25 16:00,駒澤大学高等学校,駒澤大高,帝京,帝京,4,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.10 9:30,都立東久留米総合,東久留米総合,成立学園,成立学園,0,4,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.17 11:30,國學院久我山,国学院久我山,駒澤大学高等学校,駒澤大高,4,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.21 18:30,帝京,帝京,FC東京U-18(B),FC東京U-18,2,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.08.17 9:30,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,実践学園,実践学園,2,5,終了,https://koko-soccer.com/score/322
2016,T1,2016.09.21,関東一,関東第一,東京実業,東京実業,1,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.06.16 19:00,東京実業,東京実業,FC東京U-18(B),FC東京U-18,0,4,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.17 10:00,成立学園,成立学園,関東一,関東第一,0,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.08.28 9:30,実践学園,実践学園,都立東久留米総合,東久留米総合,2,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.09.04 11:30,國學院久我山,国学院久我山,帝京,帝京,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.11.17 18:30,駒澤大学高等学校,駒澤大高,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.20 18:00,関東一,関東第一,実践学園,実践学園,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.07.22 18:30,東京実業,東京実業,成立学園,成立学園,2,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.09.22 11:30,國學院久我山,国学院久我山,FC東京U-18(B),FC東京U-18,2,1,終了,https://koko-soccer.com/score/322
2016,T1,2016.10.22,東京武蔵野シティFCU-18,東京武蔵野シティFCU-18,帝京,帝京,0,2,終了,https://koko-soccer.com/score/322
2016,T1,2016.10.23,駒澤大学高等学校,駒澤大高,都立東久留米総合,東久留米総合,1,0,終了,https://koko-soccer.com/score/322
2016,T1,2016.08.02 9:30,東京実業,東京実業,実践学園,実践学園,0,3,終了,https://koko-soccer.com/score/322
2016,T1,2016.08.30 18:30,関東一,関東第一,駒澤大学高等学校,駒澤大高,0,0,終了,https://koko-soccer.com/score/322
