地区,リーグ,年度,部,順位,チーム,学校,区分,勝点,試合,勝,分,敗,得点,失点,得失点,出典
第1地区,リバーサイドユースリーグ,2026,1部,1,都立紅葉川高校,紅葉川,A,18,6,6,0,0,21,3,18,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,2,修徳高校Ｃ,修徳,C,15,6,5,0,1,27,6,21,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,3,かえつ有明高等学校Ｂ,かえつ有明,B,13,6,4,1,1,14,11,3,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,4,都立深川高等学校,深川,A,10,6,3,1,2,14,9,5,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,5,東京２３ＦＣ　Ｕ－１８,東京23FCU-18,A,8,6,2,2,2,8,11,-3,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,6,開成,開成,A,6,6,2,0,4,15,12,3,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,7,都立小松川高校,小松川,A,6,6,2,0,4,8,9,-1,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,8,墨田川高校,墨田川,A,6,6,2,0,4,8,15,-7,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,9,都立江戸川高等学校,江戸川,A,4,6,1,1,4,10,35,-25,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,1部,10,城東Ｂ,城東,B,1,6,0,1,5,4,18,-14,https://riverside-league.com/schedule_division1.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,1,修徳高校Ｄ,修徳,D,12,5,4,0,1,17,7,10,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,2,都立葛飾商業高校,葛飾商業,A,12,5,4,0,1,13,4,9,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,3,かえつ有明高等学校Ｃ,かえつ有明,C,12,6,4,0,2,12,6,6,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,4,日本橋高校,日本橋,A,10,5,3,1,1,10,7,3,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,5,日本大学第一高等学校,日大一,A,9,5,3,0,2,14,12,2,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,6,都立両国高等学校,両国,A,7,6,2,1,3,13,12,1,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,7,南葛飾高校Ｃ,南葛飾,C,7,6,2,1,3,5,11,-6,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,8,都立竹台高等学校,竹台,A,4,5,1,1,3,6,17,-11,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,9,都立篠崎高等学校,篠崎,A,3,5,1,0,4,4,9,-5,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部A,10,安田学園,安田学園,A,2,6,0,2,4,6,15,-9,https://riverside-league.com/schedule_division2_group_a.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,1,南葛飾高校B,南葛飾,B,19,7,6,1,0,19,4,15,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,2,修徳高校Ｅ,修徳,E,13,5,4,1,0,32,3,29,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,3,都立葛飾野高校B,葛飾野,B,12,7,4,0,3,13,11,2,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,4,安田学園Ｂ,安田学園,B,10,5,3,1,1,15,6,9,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,5,都立深川高等学校Ｂ,深川,B,9,6,2,3,1,14,12,2,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,6,都立東高等学校Ｂ,東,B,7,6,2,1,3,12,14,-2,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,7,共栄学園,共栄学園,A,5,6,1,2,3,6,10,-4,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,8,開成Ｂ,開成,B,4,6,1,1,4,5,19,-14,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,9,都立紅葉川高校Ｂ,紅葉川,B,4,6,1,1,4,5,24,-19,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第1地区,リバーサイドユースリーグ,2026,2部B,10,墨田工科高校,墨田工科,A,1,6,0,1,5,4,22,-18,https://www.riverside-league.com/schedule_division2_group_b.html（試合から計算）
第2地区,DUOリーグ,2026,グループA,1,淑徳巣鴨A,淑徳巣鴨,A,21,7,7,0,0,34,3,31,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,2,駒込A,駒込,A,16,6,5,1,0,22,2,20,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,3,都立文京A,文京,A,12,6,4,0,2,20,13,7,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,4,立教池袋,立教池袋,A,9,7,3,0,4,14,13,1,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,5,豊島学院A,豊島学院,A,9,7,3,0,4,14,24,-10,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,6,足立学園,足立学園,A,7,7,2,1,4,6,18,-12,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,7,都立豊島B,豊島,B,6,6,1,3,2,9,10,-1,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,8,日大豊山C,日大豊山,C,6,6,2,0,4,7,11,-4,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,9,郁文館,郁文館,A,5,6,1,2,3,9,23,-14,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループA,10,豊南A,豊南,A,1,6,0,1,5,8,26,-18,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,1,昭和第一A,昭和第一,A,12,6,4,0,2,13,8,5,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,2,都立足立,足立,A,12,5,4,0,1,8,6,2,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,3,筑波大附属,筑波大学附属,A,10,5,3,1,1,13,4,9,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,4,駒込B,駒込,B,10,4,3,1,0,8,5,3,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,5,巣鴨,巣鴨,A,4,3,1,1,1,4,5,-1,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,6,都立小石川,小石川,A,4,5,1,1,3,7,10,-3,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,7,京華A,京華,A,1,4,0,1,3,3,8,-5,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループB,8,都立足立西,足立西,A,1,6,0,1,5,5,15,-10,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,1,城西A,城西,A,16,7,5,1,1,20,9,11,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,2,都立足立新田,足立新田,A,11,5,3,2,0,17,7,10,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,3,淑徳巣鴨B,淑徳巣鴨,B,9,4,3,0,1,11,4,7,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,4,都立江北,江北,A,4,4,1,1,2,7,10,-3,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,5,中央大学高校,中央大学高,A,1,2,0,1,1,3,4,-1,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,6,都立竹早,竹早,A,1,3,0,1,2,1,7,-6,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,7,東洋大京北,東洋大京北,A,1,4,0,1,3,5,14,-9,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループC,8,豊島学院B,豊島学院,B,1,3,0,1,2,2,11,-9,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループD,1,都立淵江,淵江,A,7,3,2,1,0,11,2,9,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループD,2,京華商業,京華商業,A,4,3,1,1,1,2,2,0,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループD,3,豊南B,豊南,B,3,2,1,0,1,1,7,-6,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループD,4,FC西巣鴨03,FC西巣鴨03,A,0,1,0,0,1,1,2,-1,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループD,5,足立東・貞静学園,足立東・貞静学園,A,0,1,0,0,1,2,4,-2,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループE,1,獨協,獨協,A,6,3,2,0,1,15,11,4,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループE,2,城西B,城西,B,6,2,2,0,0,6,3,3,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループE,3,都立向丘,向丘,A,4,2,1,1,0,8,3,5,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループE,4,昭和第一B,昭和第一,B,4,4,1,1,2,8,10,-2,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループE,5,京華C,京華,C,0,1,0,0,1,1,5,-4,https://www.goalnote.net/detail-standings.php?tid=18409
第2地区,DUOリーグ,2026,グループE,6,京華B,京華,B,0,2,0,0,2,5,11,-6,https://www.goalnote.net/detail-standings.php?tid=18409
第3地区,第3地区ユースリーグ,2026,1部,1,目白研心B,目白研心,B,19,7,6,1,0,17,6,11,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,2,成城,成城,A,19,7,6,1,0,10,3,7,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,3,駿台学園C,駿台学園,C,18,7,6,0,1,15,5,10,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,4,岩倉A,岩倉,A,15,6,5,0,1,35,4,31,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,5,トリプレッタB,トリプレッタ,B,6,6,2,0,4,6,13,-7,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,6,保善B,保善,B,5,6,1,2,3,8,10,-2,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,7,都立戸山,戸山,A,4,6,1,1,4,5,12,-7,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,8,都立高島,高島,A,3,6,1,0,5,8,16,-8,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,9,東京成徳B,東京成徳大高,B,3,7,1,0,6,4,22,-18,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,1部,10,都立北園,北園,A,1,6,0,1,5,9,26,-17,https://ws.eniblo.com/YZezPNf8HYgIbzABs3/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,1,淑徳A,淑徳,A,10,4,3,1,0,10,3,7,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,2,目白研心D,目白研心,D,9,3,3,0,0,11,2,9,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,3,青山学院A,青山学院,A,7,4,2,1,1,13,6,7,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,4,國学院,国学院,A,7,4,2,1,1,6,4,2,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,5,早稲田,早稲田,A,4,6,1,1,4,8,18,-10,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,6,東京朝鮮B,東京朝鮮,B,3,4,1,0,3,7,9,-2,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部A,7,大東文化B,大東文化,B,0,3,0,0,3,3,16,-13,https://ws.eniblo.com/6TRkWT3l4eqWypXPEz/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,1,クリアソン新宿A,クリアソン新宿,A,13,5,4,1,0,17,5,12,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,2,目白研心C,目白研心,C,5,3,1,2,0,6,3,3,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,3,海城A,海城,A,5,4,1,2,1,6,4,2,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,4,東京成徳C,東京成徳大高,C,1,2,0,1,1,2,9,-7,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,5,都立大山,大山,A,0,0,0,0,0,0,0,0,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,6,都立青山,青山,A,0,2,0,0,2,0,4,-4,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,2部B,7,RIO A,RIO,A,0,2,0,0,2,1,7,-6,https://ws.eniblo.com/WNlqrd5NRPqtv9vxKw/ranks.html
第3地区,第3地区ユースリーグ,2026,3部A,0,渋谷教育学園渋谷,渋谷教育学園渋谷,A,0,0,0,0,0,0,0,0,https://ws.eniblo.com/vXwlUaacWCy9NaZ3D2/ranks.html
第3地区,第3地区ユースリーグ,2026,3部A,0,クラーク国際,クラーク国際,A,0,0,0,0,0,0,0,0,https://ws.eniblo.com/vXwlUaacWCy9NaZ3D2/ranks.html
第3地区,第3地区ユースリーグ,2026,3部A,0,成城B,成城,B,0,0,0,0,0,0,0,0,https://ws.eniblo.com/vXwlUaacWCy9NaZ3D2/ranks.html
第3地区,第3地区ユースリーグ,2026,3部A,0,都立広尾,広尾,A,0,0,0,0,0,0,0,0,https://ws.eniblo.com/vXwlUaacWCy9NaZ3D2/ranks.html
第3地区,第3地区ユースリーグ,2026,3部A,0,大智学園,大智学園,A,0,0,0,0,0,0,0,0,https://ws.eniblo.com/vXwlUaacWCy9NaZ3D2/ranks.html
第3地区,第3地区ユースリーグ,2026,3部A,0,保善C,保善,C,0,0,0,0,0,0,0,0,https://ws.eniblo.com/vXwlUaacWCy9NaZ3D2/ranks.html
第3地区,第3地区ユースリーグ,2026,3部B,1,城北B,城北,B,13,5,4,1,0,24,3,21,https://ws.eniblo.com/6LfQ0YtO939PdhyS1P/ranks.html
第3地区,第3地区ユースリーグ,2026,3部B,2,岩倉C,岩倉,C,10,4,3,1,0,21,4,17,https://ws.eniblo.com/6LfQ0YtO939PdhyS1P/ranks.html
第3地区,第3地区ユースリーグ,2026,3部B,3,クリアソン新宿B,クリアソン新宿,B,3,2,1,0,1,5,4,1,https://ws.eniblo.com/6LfQ0YtO939PdhyS1P/ranks.html
第3地区,第3地区ユースリーグ,2026,3部B,4,海城B,海城,B,3,3,1,0,2,3,10,-7,https://ws.eniblo.com/6LfQ0YtO939PdhyS1P/ranks.html
第3地区,第3地区ユースリーグ,2026,3部B,5,都立板橋,板橋,A,0,2,0,0,2,1,11,-10,https://ws.eniblo.com/6LfQ0YtO939PdhyS1P/ranks.html
第3地区,第3地区ユースリーグ,2026,3部B,6,淑徳C,淑徳,C,0,4,0,0,4,3,25,-22,https://ws.eniblo.com/6LfQ0YtO939PdhyS1P/ranks.html
第3地区,第3地区ユースリーグ,2026,3部C,1,岩倉D,岩倉,D,12,5,4,0,1,24,5,19,https://ws.eniblo.com/4wp4WRHRPP2JDy9i58/ranks.html
第3地区,第3地区ユースリーグ,2026,3部C,2,都立新宿,新宿,A,10,4,3,1,0,13,3,10,https://ws.eniblo.com/4wp4WRHRPP2JDy9i58/ranks.html
第3地区,第3地区ユースリーグ,2026,3部C,3,都立第一商業,第一商業,A,4,4,1,1,2,5,6,-1,https://ws.eniblo.com/4wp4WRHRPP2JDy9i58/ranks.html
第3地区,第3地区ユースリーグ,2026,3部C,4,都立上野,上野,A,4,3,1,1,1,5,10,-5,https://ws.eniblo.com/4wp4WRHRPP2JDy9i58/ranks.html
第3地区,第3地区ユースリーグ,2026,3部C,5,淑徳B,淑徳,B,4,4,1,1,2,2,11,-9,https://ws.eniblo.com/4wp4WRHRPP2JDy9i58/ranks.html
第3地区,第3地区ユースリーグ,2026,3部C,6,成城C,成城,C,0,4,0,0,4,1,15,-14,https://ws.eniblo.com/4wp4WRHRPP2JDy9i58/ranks.html
第3地区,第3地区ユースリーグ,2026,3部D,1,岩倉B,岩倉,B,9,3,3,0,0,27,1,26,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html
第3地区,第3地区ユースリーグ,2026,3部D,2,武蔵野,武蔵野,A,3,2,1,0,1,7,7,0,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html
第3地区,第3地区ユースリーグ,2026,3部D,3,青山学院B,青山学院,B,3,2,1,0,1,1,4,-3,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html
第3地区,第3地区ユースリーグ,2026,3部D,4,RIO B,RIO,B,0,0,0,0,0,0,0,0,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html
第3地区,第3地区ユースリーグ,2026,3部D,5,城北C,城北,C,0,2,0,0,2,0,7,-7,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html
第3地区,第3地区ユースリーグ,2026,3部D,6,都立板橋有徳,板橋有徳,A,0,1,0,0,1,0,16,-16,https://ws.eniblo.com/79SqSF8lncWz80vpmO/ranks.html
第4地区,4地区ユースリーグ,2026,1部,1,日体大荏原B,日体大荏原,B,18,7,6,0,1,19,5,14,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,2,東京実業C,東京実業,C,16,7,5,1,1,16,10,6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,3,都立小山台A,小山台,A,16,7,5,1,1,16,11,5,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,4,大森学園C,大森学園,C,12,7,4,0,3,13,7,6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,5,東海大高輪台D,東海大高輪台,D,7,6,2,1,3,12,14,-2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,6,東京B,東京,B,6,6,2,0,4,11,9,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,7,都立雪谷,雪谷,A,6,6,2,0,4,6,17,-11,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,8,立正大立正,立正大立正,A,5,6,1,2,3,17,17,0,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,9,正則学園A,正則学園,A,5,7,1,2,4,13,17,-4,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,1部,10,芝A,芝A,A,4,7,1,1,5,5,21,-16,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9761
第4地区,4地区ユースリーグ,2026,2部,1,東京実業D,東京実業,D,9,3,3,0,0,10,2,8,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,2,明治学院A,明治学院,A,8,4,2,2,0,10,4,6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,3,都立日比谷,日比谷,A,7,3,2,1,0,5,3,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,4,東京C,東京,C,6,3,2,0,1,4,2,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,5,日体大荏原C,日体大荏原,C,6,3,2,0,1,4,3,1,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,6,大森学園D,大森学園,D,5,4,1,2,1,7,3,4,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,7,高輪,高輪,A,3,4,1,0,3,3,5,-2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,8,都立美原A,美原,A,3,4,1,0,3,7,11,-4,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,9,朋優学院,朋優学院,A,3,4,1,0,3,6,14,-8,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,2部,10,都立つばさ総合,つばさ総合,A,1,4,0,1,3,3,12,-9,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9762
第4地区,4地区ユースリーグ,2026,3部A,1,攻玉社B,攻玉社,B,13,5,4,1,0,19,5,14,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,2,品川翔英,品川翔英,A,10,4,3,1,0,18,6,12,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,3,大森学園E,大森学園,E,9,4,3,0,1,9,13,-4,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,4,二松学舎,二松学舎大附,A,7,4,2,1,1,7,4,3,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,5,正則学園B,正則学園,B,6,4,2,0,2,22,5,17,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,6,暁星B,暁星,B,6,3,2,0,1,6,5,1,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,7,明治学院B,明治学院,B,6,4,2,0,2,6,7,-1,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,8,東京実業E,東京実業,E,5,4,1,2,1,9,7,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,9,芝B,芝B,A,4,4,1,1,2,6,12,-6,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,10,錦城学園,錦城学園,A,0,5,0,0,5,6,23,-17,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部A,11,文教大付属,文教大付,A,0,5,0,0,5,0,21,-21,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9763
第4地区,4地区ユースリーグ,2026,3部B,1,正則,正則,A,11,5,3,2,0,21,4,17,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,2,東京D,東京,D,10,4,3,1,0,24,2,22,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,3,麻布,麻布,A,10,5,3,1,1,22,2,20,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,4,羽田国際,羽田国際,A,10,4,3,1,0,11,1,10,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,5,日体大荏原D,日体大荏原,D,9,4,3,0,1,10,3,7,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,6,青稜B,青稜,B,7,4,2,1,1,8,4,4,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,7,九段中等教育,九段中等教育,A,4,4,1,1,2,12,4,8,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,8,広尾学園,広尾学園,A,3,5,0,3,2,5,7,-2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,9,東洋,東洋,A,3,4,1,0,3,2,14,-12,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,10,都立美原B,美原,B,0,5,0,0,5,1,29,-28,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第4地区,4地区ユースリーグ,2026,3部B,11,芝国際,芝国際,A,0,4,0,0,4,0,46,-46,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9764
第5地区,NSリーグ,2026,1部,1,専修大学附属高等学校A,専修大附,A,19,7,6,1,0,26,7,19,https://www.goalnote.net/detail-standings.php?tid=18597
第5地区,NSリーグ,2026,1部,2,都立鷺宮高等学校A,鷺宮,A,16,7,5,1,1,17,4,13,https://www.goalnote.net/detail-standings.php?tid=18597
