地区,リーグ,年度,部,順位,チーム,学校,区分,勝点,試合,勝,分,敗,得点,失点,得失点,出典
第7地区,第7地区ユースリーグ,2025,2部A,6,国立B,国立,B,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2a
第7地区,第7地区ユースリーグ,2025,2部A,7,調布北,調布北,A,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2a
第7地区,第7地区ユースリーグ,2025,2部A,8,LSS MITAKA,LSSMITAK,A,0,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2a
第7地区,第7地区ユースリーグ,2025,2部A,,片倉B,片倉,B,,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2a
第7地区,第7地区ユースリーグ,2025,2部B,1,明星学園B,明星学園,B,24,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,2,法政大学,法政大高,A,21,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,3,富士森,富士森,A,14,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,4,八王子,八王子,A,13,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,5,穎明館,穎明館,A,11,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,6,翔陽,翔陽,A,9,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,7,三鷹中等B,三鷹中等,B,4,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,8,府中東セカンド,府中東セカンド,A,4,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,2部B,9,GA,GA,A,4,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/2b
第7地区,第7地区ユースリーグ,2025,3部A,1,八王子北,八王子北,A,21,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,2,工学院,工学院,A,21,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,3,南平,南平,A,16,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,4,調布南B,調布南,B,16,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,5,富士森B,富士森,B,12,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,6,府中西,府中西,A,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,7,八王子実践,八王子実践,A,7,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,8,松が谷B,松が谷,B,4,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部A,9,府中東サテライト,府中東サテライト,A,1,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3a
第7地区,第7地区ユースリーグ,2025,3部B,1,昭和第一学園C,昭和第一学園,C,22,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,2,アローレ八王子B,アローレ八王子,B,22,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,3,法政大学B,法政大高,B,13,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,4,府中,府中,A,13,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,5,日野,日野,A,12,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,6,明星,明星,A,10,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,7,神代,神代,A,10,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,8,明大明治C,明大明治,C,3,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第7地区,第7地区ユースリーグ,2025,3部B,9,立川国際,立川国際中等,A,0,,,,,,,,https://sites.google.com/view/youthleague-7/archives/2025/Scores/3b
第1地区,リバーサイドユースリーグ,2024,1部,1,南葛飾A,南葛飾,A,27,9,9,0,0,34,8,26,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,2,南葛SC,南葛SC,A,21,9,7,0,2,55,9,46,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,3,深川A,深川,A,19,9,6,1,2,24,11,13,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,4,紅葉川A,紅葉川,A,18,9,6,0,3,25,15,10,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,5,小松川,小松川,A,13,9,4,1,4,16,21,-5,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,6,葛飾野B,葛飾野,B,10,9,3,1,5,23,22,1,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,7,江戸川A,江戸川,A,10,9,3,1,5,24,32,-8,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,8,城東B,城東,B,10,9,3,1,5,13,25,-12,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,9,東京23FC,東京23FC,A,3,9,1,0,8,11,56,-45,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,1部,10,東B,東B,A,1,9,0,1,8,2,28,-26,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49170
第1地区,リバーサイドユースリーグ,2024,2部A,1,修徳D,修徳,D,22,8,7,1,0,22,5,17,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,2,かえつ有明C,かえつ有明,C,19,8,6,1,1,25,14,11,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,3,開成A,開成,A,16,8,5,1,2,19,5,14,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,4,墨田川,墨田川,A,15,8,5,0,3,20,13,7,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,5,安田学園,安田学園,A,11,8,3,2,3,12,11,1,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,6,紅葉川Ｉ,紅葉川I,A,8,8,2,2,4,17,19,-2,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,7,葛飾商業,葛飾商業,A,6,8,2,0,6,8,17,-9,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,8,共栄学園,共栄学園,A,4,8,1,1,6,10,23,-13,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部A,9,江戸川B,江戸川,B,3,8,1,0,7,6,32,-26,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49171
第1地区,リバーサイドユースリーグ,2024,2部B,1,かえつ有明B,かえつ有明,B,25,9,8,1,0,68,2,66,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,2,両国,両国,A,21,9,6,3,0,26,5,21,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,3,葛飾野C,葛飾野,C,17,9,5,2,2,23,16,7,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,4,南葛飾B,南葛飾,B,15,9,5,0,4,27,16,11,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,5,葛飾総合,葛飾総合,A,10,7,3,1,3,10,21,-11,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,6,深川B,深川,B,9,7,3,0,4,9,19,-10,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,7,墨田工科,墨田工科,A,9,8,3,0,5,6,33,-27,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,8,日本大学第一,日大一,A,7,8,2,1,5,21,27,-6,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,9,開成B,開成,B,3,8,1,0,7,8,37,-29,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第1地区,リバーサイドユースリーグ,2024,2部B,10,篠崎,篠崎,A,2,8,0,2,6,14,36,-22,https://junior-soccer.jp/sp/kanto/tokyo/league/order/49172
第2地区,DUOリーグ,2024,グループA,1,学習院,学習院,A,24,9,8,0,1,56,6,50,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,2,都立豊島A,豊島,A,24,9,8,0,1,32,12,20,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,3,立教池袋,立教池袋,A,21,9,7,0,2,25,13,12,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,4,淑徳巣鴨A,淑徳巣鴨,A,18,9,6,0,3,23,4,19,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,5,日大豊山C,日大豊山,C,11,9,3,2,4,18,22,-4,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,6,文京A,文京,A,10,9,3,1,5,15,29,-14,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,7,郁文館A,郁文館,A,9,9,2,3,4,13,33,-20,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,8,都立江北,江北,A,7,9,1,4,4,16,26,-10,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,9,足立新田,足立新田,A,4,9,1,1,7,10,33,-23,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループA,10,豊島学院B,豊島学院,B,1,9,0,1,8,9,39,-30,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,1,駒込B,駒込,B,16,7,5,1,1,28,8,20,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,2,城西,城西,A,16,7,5,1,1,18,10,8,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,3,筑波大附属,筑波大学附属,A,13,7,4,1,2,9,8,1,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,4,向丘A,向丘,A,11,7,3,2,2,12,20,-8,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,5,淑徳巣鴨B,淑徳巣鴨,B,10,7,3,1,3,11,16,-5,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,6,足立学園,足立学園,A,9,7,3,0,4,10,7,3,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,7,獨協,獨協,A,4,7,1,1,5,6,13,-7,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループB,8,竹早,竹早,A,1,7,0,1,6,5,17,-12,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,1,豊南A,豊南,A,18,7,6,0,1,19,9,10,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,2,京華A,京華,A,14,7,4,2,1,18,8,10,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,3,小石川,小石川,A,13,7,4,1,2,14,9,5,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,4,都立足立A,足立,A,12,7,3,3,1,11,8,3,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,5,都立豊島B,豊島,B,10,7,3,1,3,11,13,-2,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,6,昭和第一A,昭和第一,A,6,7,1,3,3,11,13,-2,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,7,巣鴨,巣鴨,A,5,7,1,2,4,6,11,-5,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループC,8,中大高,中大高,A,0,7,0,0,7,3,22,-19,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,1,淵江,淵江,A,15,6,5,0,1,25,4,21,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,2,足立西,足立西,A,13,6,4,1,1,12,4,8,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,3,FC西巣鴨,FC西巣鴨,A,13,6,4,1,1,14,9,5,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,4,青井,青井,A,6,6,2,0,4,9,19,-10,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,5,向丘B,向丘,B,5,6,1,2,3,5,6,-1,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,6,貞静,貞静,A,4,6,1,1,4,5,16,-11,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループD,7,京華商業,京華商業,A,3,6,0,3,3,3,15,-12,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,1,東洋大京北,東洋大京北,A,16,6,5,1,0,36,5,31,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,2,豊南B,豊南,B,16,6,5,1,0,20,5,15,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,3,昭和第一B,昭和第一,B,10,6,3,1,2,12,22,-10,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,4,豊島学院C,豊島学院,C,7,6,2,1,3,9,11,-2,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,5,京華B,京華,B,7,6,2,1,3,10,18,-8,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,6,足立東,足立東,A,4,6,1,1,4,6,14,-8,https://www.goalnote.net/detail-standings.php?tid=15652
第2地区,DUOリーグ,2024,グループE,7,千早,千早,A,0,6,0,0,6,0,18,-18,https://www.goalnote.net/detail-standings.php?tid=15652
第3地区,第3地区ユースリーグ,2024,1部,1,成立学園C,成立学園,C,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,2,東京成徳B,東京成徳大高,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,3,都立高島,高島,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,4,駿台学園C,駿台学園,C,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,5,目白研心B,目白研心,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,6,保善B,保善,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,7,東京朝鮮B,東京朝鮮,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,8,トリプレッタ,トリプレッタ,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,9,青山学院A,青山学院,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,1部,10,成城,成城,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部A,1,岩倉,岩倉,A,14,6,4,2,0,18,5,13,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部A,2,淑徳,淑徳,A,13,6,4,1,1,16,6,10,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部A,3,都立青山,青山,A,10,6,3,1,2,7,13,-6,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部A,4,Rio,Rio,A,9,6,3,0,3,16,13,3,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部A,5,東京成徳C,東京成徳大高,C,7,6,2,1,3,11,14,-3,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部A,6,大東文化第一B,大東文化一,B,6,6,2,0,4,5,13,-8,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部A,7,目白研心C,目白研心,C,1,6,0,1,5,5,14,-9,https://junior-soccer.jp/kanto/tokyo/league/table/47948（試合から計算）
第3地区,第3地区ユースリーグ,2024,2部B,1,駿台学園D,駿台学園,D,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部B,2,都立北園,北園,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部B,3,都立戸山,戸山,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部B,4,目白研心D,目白研心,D,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部B,5,保善C,保善,C,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部B,6,城北B,城北,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,2部B,7,成城B,成城,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,1,國學院,国学院,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,2,Criacao Shinjuku,CriacaoShinjuku,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,3,都立新宿,新宿,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,4,青山学院B,青山学院,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,5,RioB,Rio,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,6,都立板橋有徳,板橋有徳,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部A,7,都立上野,上野,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,1,海城,海城,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,2,城北C,城北,C,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,3,大智学園,大智学園,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,4,岩倉B,岩倉,B,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,5,淑徳C,淑徳,C,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,6,成城C,成城,C,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部B,7,渋谷教育,渋谷教育,A,,,,,,,,,https://www.juniorsoccer-news.com/post-1629009
第3地区,第3地区ユースリーグ,2024,3部C,1,早稲田,早稲田,A,18,6,6,0,0,20,6,14,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部C,2,城北D,城北,D,11,6,3,2,1,19,12,7,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部C,3,都立第一商業,第一商業,A,10,6,3,1,2,12,8,4,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部C,4,淑徳B,淑徳,B,8,6,2,2,2,7,9,-2,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部C,5,都立大山,大山,A,7,6,2,1,3,13,10,3,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部C,6,クラーク,クラーク,A,4,6,1,1,4,10,27,-17,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部C,7,保善D,保善,D,1,6,0,1,5,1,10,-9,https://junior-soccer.jp/kanto/tokyo/league/table/50057（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部D,1,駿台学園E,駿台学園,E,15,5,5,0,0,28,6,22,https://junior-soccer.jp/kanto/tokyo/league/table/47953（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部D,2,海城B,海城,B,10,5,3,1,1,16,6,10,https://junior-soccer.jp/kanto/tokyo/league/table/47953（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部D,3,都立白鷗,白鷗,A,9,5,3,0,2,22,19,3,https://junior-soccer.jp/kanto/tokyo/league/table/47953（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部D,4,武蔵野,武蔵野,A,4,5,1,1,3,6,24,-18,https://junior-soccer.jp/kanto/tokyo/league/table/47953（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部D,5,都立板橋,板橋,A,2,5,0,2,3,6,13,-7,https://junior-soccer.jp/kanto/tokyo/league/table/47953（試合から計算）
第3地区,第3地区ユースリーグ,2024,3部D,6,都立広尾,広尾,A,2,5,0,2,3,11,21,-10,https://junior-soccer.jp/kanto/tokyo/league/table/47953（試合から計算）
第4地区,4地区ユースリーグ,2024,1部,1,大森学園B,大森学園,B,21,9,7,0,2,32,14,18,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,2,都立美原A,美原,A,19,9,6,1,2,24,15,9,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,3,東海大高輪台D,東海大高輪台,D,16,9,5,1,3,20,16,4,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,4,芝A,芝A,A,16,9,5,1,3,21,19,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,5,攻玉社A,攻玉社,A,13,9,4,1,4,21,19,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,6,東京実業C,東京実業,C,12,9,4,0,5,19,19,0,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,7,明治学院,明治学院,A,10,9,3,1,5,10,13,-3,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,8,日体大荏原B,日体大荏原,B,10,9,3,1,5,16,21,-5,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,9,高輪,高輪,A,9,9,3,0,6,16,28,-12,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,1部,10,暁星B,暁星,B,5,9,1,2,6,14,29,-15,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9154
第4地区,4地区ユースリーグ,2024,2部,1,日体大荏原C,日体大荏原,C,23,9,7,2,0,33,7,26,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,2,東海大高輪台E,東海大高輪台,E,19,9,6,1,2,17,9,8,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,3,東京C,東京,C,17,9,5,2,2,15,8,7,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,4,大森学園C,大森学園,C,15,9,5,0,4,26,24,2,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,5,東京実業D,東京実業,D,14,9,4,2,3,18,27,-9,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,6,立正大立正A,立正大立正,A,11,9,3,2,4,25,17,8,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,7,都立つばさ総合,つばさ総合,A,11,9,3,2,4,14,17,-3,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,8,都立雪谷,雪谷,A,7,9,2,1,6,18,27,-9,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,9,正則学園B,正則学園,B,7,9,2,1,6,15,27,-12,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,2部,10,都立日比谷,日比谷,A,4,9,1,1,7,11,29,-18,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9155
第4地区,4地区ユースリーグ,2024,3部A,1,日体大荏原D,日体大荏原,D,27,10,9,0,1,36,5,31,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
第4地区,4地区ユースリーグ,2024,3部A,2,正則学園C,正則学園,C,27,10,9,0,1,35,9,26,https://www.kawakitanet.com/league_soccer/main.php?pref_cd=8&gameid=9156
