地区,リーグ,年度,部,節,日付,ホーム,アウェイ,ホーム得点,アウェイ得点,実施,ホーム学校,ホーム区分,アウェイ学校,アウェイ区分,出典
第1地区,リバーサイドユースリーグ,2026,1部,第5節,2026-06-07,都立小松川高校,墨田川高校,2,4,済,小松川,A,墨田川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第6節,2026-06-14,都立小松川高校,修徳高校Ｃ,0,1,済,小松川,A,修徳,C,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第6節,2026-06-14,都立深川高等学校,都立紅葉川高校,1,4,済,深川,A,紅葉川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第6節,2026-06-14,城東Ｂ,かえつ有明高等学校Ｂ,1,2,済,城東,B,かえつ有明,B,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第6節,2026-06-14,墨田川高校,都立江戸川高等学校,1,4,済,墨田川,A,江戸川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第6節,2026-06-14,東京２３ＦＣ　Ｕ－１８,開成,2,1,済,東京23FCU-18,A,開成,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第7節,,都立小松川高校,開成,,,未,小松川,A,開成,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第8節,,かえつ有明高等学校Ｂ,修徳高校Ｃ,,,未,かえつ有明,B,修徳,C,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第8節,,都立小松川高校,都立紅葉川高校,,,未,小松川,A,紅葉川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第8節,,開成,都立江戸川高等学校,,,未,開成,A,江戸川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第9節,,修徳高校Ｃ,都立紅葉川高校,,,未,修徳,C,紅葉川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,1部,第9節,,都立小松川高校,都立江戸川高等学校,,,未,小松川,A,江戸川,A,https://riverside-league.com/schedule_division1.html
第1地区,リバーサイドユースリーグ,2026,2部A,第1節,2026-04-03,修徳高校Ｄ,都立竹台高等学校,8,1,済,修徳,D,竹台,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第1節,2026-04-05,かえつ有明高等学校Ｃ,南葛飾高校Ｃ,3,0,済,かえつ有明,C,南葛飾,C,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第1節,2026-04-12,安田学園,都立両国高等学校,0,4,済,安田学園,A,両国,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第1節,2026-05-13,都立葛飾商業高校,日本大学第一高等学校,1,3,済,葛飾商業,A,日大一,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第1節,,日本橋高校,都立篠崎高等学校,,,未,日本橋,A,篠崎,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第2節,2026-04-19,都立篠崎高等学校,修徳高校Ｄ,1,3,済,篠崎,A,修徳,D,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第2節,2026-04-12,都立竹台高等学校,かえつ有明高等学校Ｃ,0,2,済,竹台,A,かえつ有明,C,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第2節,2026-05-10,日本大学第一高等学校,安田学園,4,2,済,日大一,A,安田学園,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第2節,2026-04-11,南葛飾高校Ｃ,都立葛飾商業高校,0,5,済,南葛飾,C,葛飾商業,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第2節,2026-04-05,日本橋高校,都立両国高等学校,1,2,済,日本橋,A,両国,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第3節,2026-04-18,修徳高校Ｄ,南葛飾高校Ｃ,1,0,済,修徳,D,南葛飾,C,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第3節,2026-05-04,かえつ有明高等学校Ｃ,都立篠崎高等学校,1,0,済,かえつ有明,C,篠崎,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第3節,2026-04-19,安田学園,都立竹台高等学校,0,1,済,安田学園,A,竹台,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第3節,2026-04-19,都立葛飾商業高校,都立両国高等学校,2,1,済,葛飾商業,A,両国,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第3節,2026-04-18,日本大学第一高等学校,日本橋高校,2,3,済,日大一,A,日本橋,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第4節,2026-05-30,日本橋高校,修徳高校Ｄ,2,1,済,日本橋,A,修徳,D,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第4節,2026-06-21,日本大学第一高等学校,かえつ有明高等学校Ｃ,1,5,済,日大一,A,かえつ有明,C,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第4節,2026-06-21,都立篠崎高等学校,安田学園,3,1,済,篠崎,A,安田学園,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第4節,2026-05-24,南葛飾高校Ｃ,都立両国高等学校,2,0,済,南葛飾,C,両国,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第5節,2026-06-07,かえつ有明高等学校Ｃ,日本橋高校,1,3,済,かえつ有明,C,日本橋,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第5節,2026-06-07,安田学園,南葛飾高校Ｃ,2,2,済,安田学園,A,南葛飾,C,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第5節,2026-05-31,都立葛飾商業高校,都立篠崎高等学校,3,0,済,葛飾商業,A,篠崎,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第5節,2026-05-31,都立両国高等学校,都立竹台高等学校,3,3,済,両国,A,竹台,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第6節,2026-06-14,都立両国高等学校,修徳高校Ｄ,3,4,済,両国,A,修徳,D,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第6節,2026-06-13,都立葛飾商業高校,かえつ有明高等学校Ｃ,2,0,済,葛飾商業,A,かえつ有明,C,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第6節,2026-06-14,日本橋高校,安田学園,1,1,済,日本橋,A,安田学園,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第6節,2026-06-13,都立竹台高等学校,日本大学第一高等学校,1,4,済,竹台,A,日大一,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部A,第6節,2026-06-13,南葛飾高校Ｃ,都立篠崎高等学校,1,0,済,南葛飾,C,篠崎,A,https://riverside-league.com/schedule_division2_group_a.html
第1地区,リバーサイドユースリーグ,2026,2部B,第1節,2026-04-02,都立葛飾野高校B,都立深川高等学校Ｂ,0,2,済,葛飾野,B,深川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第1節,2026-05-06,都立東高等学校Ｂ,共栄学園,1,0,済,東,B,共栄学園,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第1節,2026-04-04,修徳高校Ｅ,墨田工科高校,8,0,済,修徳,E,墨田工科,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第1節,2026-04-01,南葛飾高校B,都立紅葉川高校Ｂ,3,0,済,南葛飾,B,紅葉川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第1節,2026-04-12,開成Ｂ,安田学園Ｂ,1,6,済,開成,B,安田学園,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第2節,2026-04-05,安田学園Ｂ,都立葛飾野高校B,4,1,済,安田学園,B,葛飾野,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第2節,2026-04-12,都立深川高等学校Ｂ,都立東高等学校Ｂ,3,3,済,深川,B,東,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第2節,2026-04-03,都立紅葉川高校Ｂ,修徳高校Ｅ,1,9,済,紅葉川,B,修徳,E,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第2節,2026-04-07,共栄学園,南葛飾高校B,0,0,済,共栄学園,A,南葛飾,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第2節,2026-04-05,開成Ｂ,墨田工科高校,1,1,済,開成,B,墨田工科,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第3節,2026-04-12,都立葛飾野高校B,共栄学園,2,1,済,葛飾野,B,共栄学園,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第3節,2026-04-19,都立東高等学校Ｂ,安田学園Ｂ,0,2,済,東,B,安田学園,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第3節,2026-04-19,修徳高校Ｅ,都立深川高等学校Ｂ,2,2,済,修徳,E,深川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第3節,2026-04-18,南葛飾高校B,墨田工科高校,2,0,済,南葛飾,B,墨田工科,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第3節,2026-04-19,都立紅葉川高校Ｂ,開成Ｂ,1,0,済,紅葉川,B,開成,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第4節,2026-06-21,開成Ｂ,都立葛飾野高校B,0,1,済,開成,B,葛飾野,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第4節,2026-05-23,都立紅葉川高校Ｂ,都立東高等学校Ｂ,2,6,済,紅葉川,B,東,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第4節,2026-05-24,都立深川高等学校Ｂ,南葛飾高校B,1,4,済,深川,B,南葛飾,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第4節,2026-05-16,共栄学園,墨田工科高校,3,1,済,共栄学園,A,墨田工科,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第5節,2026-05-31,都立葛飾野高校B,都立紅葉川高校Ｂ,5,0,済,葛飾野,B,紅葉川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第5節,2026-05-31,都立東高等学校Ｂ,開成Ｂ,1,3,済,東,B,開成,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第5節,2026-05-20,修徳高校Ｅ,共栄学園,4,0,済,修徳,E,共栄学園,A,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第5節,2026-06-07,南葛飾高校B,安田学園Ｂ,2,1,済,南葛飾,B,安田学園,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第5節,2026-06-07,墨田工科高校,都立深川高等学校Ｂ,2,5,済,墨田工科,A,深川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第6節,2026-06-14,墨田工科高校,都立葛飾野高校B,0,3,済,墨田工科,A,葛飾野,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第6節,2026-06-13,南葛飾高校B,都立東高等学校Ｂ,4,1,済,南葛飾,B,東,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第6節,2026-06-14,開成Ｂ,修徳高校Ｅ,0,9,済,開成,B,修徳,E,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第6節,2026-06-14,都立深川高等学校Ｂ,都立紅葉川高校Ｂ,1,1,済,深川,B,紅葉川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第6節,2026-06-14,共栄学園,安田学園Ｂ,2,2,済,共栄学園,A,安田学園,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第7節,2026-09-05,都立葛飾野高校B,南葛飾高校B,1,4,済,葛飾野,B,南葛飾,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第7節,,墨田工科高校,安田学園Ｂ,,,未,墨田工科,A,安田学園,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第7節,,開成Ｂ,都立深川高等学校Ｂ,,,未,開成,B,深川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第8節,,南葛飾高校B,開成Ｂ,,,未,南葛飾,B,開成,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第8節,,安田学園Ｂ,都立紅葉川高校Ｂ,,,未,安田学園,B,紅葉川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第9節,,墨田工科高校,都立紅葉川高校Ｂ,,,未,墨田工科,A,紅葉川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第1地区,リバーサイドユースリーグ,2026,2部B,第9節,,安田学園Ｂ,都立深川高等学校Ｂ,,,未,安田学園,B,深川,B,https://www.riverside-league.com/schedule_division2_group_b.html
第2地区,DUOリーグ,2024,グループA,第1節,2024-04-07,日大豊山C,淑徳巣鴨A,0,1,済,日大豊山,C,淑徳巣鴨,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第1節,2024-04-07,都立豊島A,足立新田,3,2,済,豊島,A,足立新田,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第1節,2024-04-07,文京A,都立江北,3,3,済,文京,A,江北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第1節,2024-04-07,郁文館A,立教池袋,0,4,済,郁文館,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第1節,2024-04-04,豊島学院B,学習院,0,8,済,豊島学院,B,学習院,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第2節,2024-04-02,淑徳巣鴨A,立教池袋,0,1,済,淑徳巣鴨,A,立教池袋,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第2節,2024-04-14,足立新田,郁文館A,1,1,済,足立新田,A,郁文館,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第2節,2024-04-14,豊島学院B,文京A,2,3,済,豊島学院,B,文京,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第2節,2024-04-14,都立豊島A,都立江北,2,1,済,豊島,A,江北,A,https://www.goalnote.net/detail-schedule.php?tid=15652
第2地区,DUOリーグ,2024,グループA,第2節,2024-04-13,学習院,日大豊山C,2,1,済,学習院,A,日大豊山,C,https://www.goalnote.net/detail-schedule.php?tid=15652
